criteria_prescribing_txt_id,parameter_prescribing_txt_id,pt_position,schedule_code
"18499","16710","1","3834"
"18500","16708","1","3834"
"18505","18504","1","3834"
"18505","16705","2","3834"
"18514","13593","1","3834"
"18514","17523","2","3834"
"18514","8051","3","3834"
"18514","18513","4","3834"
"18601","18600","1","3834"
"18637","18636","1","3834"
"18699","18698","1","3834"
"18703","18702","1","3834"
"18715","18714","1","3834"
"18749","18741","1","3834"
"18779","18778","1","3834"
"18781","18780","1","3834"
"18787","18786","1","3834"
"18792","18791","1","3834"
"18794","18793","1","3834"
"18802","18801","1","3834"
"18808","18807","1","3834"
"18808","18805","2","3834"
"18817","18816","1","3834"
"18850","18849","1","3834"
"18913","18912","1","3834"
"18916","18915","1","3834"
"18919","18918","1","3834"
"18922","18921","1","3834"
"18925","18924","1","3834"
"18928","18927","1","3834"
"18960","18959","1","3834"
"18986","18985","1","3834"
"18993","18992","1","3834"
"19154","19153","1","3834"
"19156","19155","1","3834"
"19158","19157","1","3834"
"19197","19196","1","3834"
"19201","19200","1","3834"
"19201","7881","2","3834"
"19262","19261","1","3834"
"19265","19264","1","3834"
"19287","19284","1","3834"
"19287","19285","2","3834"
"19287","19286","3","3834"
"19289","19288","1","3834"
"19294","19293","1","3834"
"19302","19299","1","3834"
"19302","19300","2","3834"
"19302","19301","3","3834"
"19309","19286","1","3834"
"19309","19284","2","3834"
"19311","19310","1","3834"
"19313","19312","1","3834"
"19316","19315","1","3834"
"19320","19319","1","3834"
"19322","19321","1","3834"
"19328","19327","1","3834"
"19332","19331","1","3834"
"19334","19333","1","3834"
"19338","19337","1","3834"
"19343","19340","1","3834"
"19343","19341","2","3834"
"19343","19342","3","3834"
"19351","19350","1","3834"
"19455","19454","1","3834"
"19465","19463","1","3834"
"19465","19464","2","3834"
"19496","12929","1","3834"
"19496","19495","2","3834"
"19569","19568","1","3834"
"19573","19571","1","3834"
"19573","19572","2","3834"
"19579","19578","1","3834"
"19588","19587","1","3834"
"19591","19590","1","3834"
"19609","19607","1","3834"
"19609","19608","2","3834"
"19633","19632","1","3834"
"19637","19636","1","3834"
"19699","19697","1","3834"
"19699","19698","2","3834"
"19705","19704","1","3834"
"19720","19719","1","3834"
"19744","19743","1","3834"
"19801","19800","1","3834"
"19813","16308","1","3834"
"19813","19812","2","3834"
"19815","19814","1","3834"
"19817","8731","1","3834"
"19817","8732","2","3834"
"19817","8733","3","3834"
"19817","19816","4","3834"
"19825","19821","1","3834"
"19825","11780","2","3834"
"19825","11781","3","3834"
"19825","19822","4","3834"
"19825","19823","5","3834"
"19825","19824","6","3834"
"19863","19862","1","3834"
"19866","19864","1","3834"
"19866","19865","2","3834"
"19868","19867","1","3834"
"19870","19869","1","3834"
"19887","19886","1","3834"
"19890","19889","1","3834"
"19895","19893","1","3834"
"19895","19894","2","3834"
"19903","19900","1","3834"
"19903","19901","2","3834"
"19903","19902","3","3834"
"19906","19904","1","3834"
"19906","19905","2","3834"
"19908","19907","1","3834"
"19911","19910","1","3834"
"19913","19912","1","3834"
"19923","19922","1","3834"
"19936","19935","1","3834"
"20012","20011","1","3834"
"20066","20065","1","3834"
"20078","20077","1","3834"
"20126","20124","1","3834"
"20126","20125","2","3834"
"20173","20172","1","3834"
"20192","20191","1","3834"
"20196","20195","1","3834"
"20223","20222","1","3834"
"20236","20235","1","3834"
"20239","20238","1","3834"
"20242","20241","1","3834"
"20245","20243","1","3834"
"20245","20244","2","3834"
"20247","20246","1","3834"
"20251","20250","1","3834"
"20255","20254","1","3834"
"20258","20256","1","3834"
"20258","20257","2","3834"
"20261","20259","1","3834"
"20261","20260","2","3834"
"20267","20266","1","3834"
"20302","20301","1","3834"
"20350","20349","1","3834"
"20353","20352","1","3834"
"20356","20355","1","3834"
"20358","20357","1","3834"
"20360","20359","1","3834"
"20362","20361","1","3834"
"20370","20368","1","3834"
"20370","20369","2","3834"
"20376","20375","1","3834"
"20378","20377","1","3834"
"20394","20393","1","3834"
"20430","20429","1","3834"
"20434","20433","1","3834"
"20436","20435","1","3834"
"20438","20437","1","3834"
"20454","20453","1","3834"
"20466","20465","1","3834"
"20470","20468","1","3834"
"20470","20469","2","3834"
"20472","20471","1","3834"
"20477","20476","1","3834"
"20481","20480","1","3834"
"20499","20498","1","3834"
"20532","20529","1","3834"
"20532","20530","2","3834"
"20532","20531","3","3834"
"20557","20556","1","3834"
"20559","20558","1","3834"
"20565","20564","1","3834"
"20586","20585","1","3834"
"20601","20600","1","3834"
"20603","20602","1","3834"
"20605","20604","1","3834"
"20617","20616","1","3834"
"20677","20676","1","3834"
"20699","20698","1","3834"
"20702","20701","1","3834"
"20709","20708","1","3834"
"20724","20722","1","3834"
"20724","20723","2","3834"
"20732","20730","1","3834"
"20732","20731","2","3834"
"20734","20733","1","3834"
"20737","20736","1","3834"
"20740","20739","1","3834"
"20745","20744","1","3834"
"20747","20746","1","3834"
"20748","20407","1","3834"
"20748","20409","2","3834"
"20777","20776","1","3834"
"20780","20779","1","3834"
"20782","20781","1","3834"
"20826","20825","1","3834"
"20832","20831","1","3834"
"20840","20839","1","3834"
"20872","20871","1","3834"
"20882","20879","1","3834"
"20882","20880","2","3834"
"20882","20881","3","3834"
"20904","20901","1","3834"
"20904","20902","2","3834"
"20904","20903","3","3834"
"20921","20918","1","3834"
"20921","20919","2","3834"
"20921","20920","3","3834"
"20970","20969","1","3834"
"20974","20973","1","3834"
"21012","21011","1","3834"
"21020","21019","1","3834"
"21045","21044","1","3834"
"21060","21059","1","3834"
"21074","21073","1","3834"
"21086","21085","1","3834"
"21088","21087","1","3834"
"21090","21089","1","3834"
"21104","21103","1","3834"
"21121","21120","1","3834"
"21213","21214","1","3834"
"21218","21217","1","3834"
"21261","21260","1","3834"
"21292","21291","1","3834"
"21297","21354","1","3834"
"21297","21355","2","3834"
"21336","21652","1","3834"
"21339","11570","1","3834"
"21343","21344","1","3834"
"21405","21406","1","3834"
"21408","11785","1","3834"
"21415","21414","1","3834"
"21417","21422","1","3834"
"21418","21419","1","3834"
"21420","21421","1","3834"
"21440","21441","1","3834"
"21440","21442","2","3834"
"21440","21443","3","3834"
"21440","21444","4","3834"
"21450","21451","1","3834"
"21473","21574","1","3834"
"21475","21572","1","3834"
"21492","21953","1","3834"
"21492","21954","2","3834"
"21499","21498","1","3834"
"21503","21502","1","3834"
"21505","21504","1","3834"
"21513","21512","1","3834"
"21535","21534","1","3834"
"21539","21538","1","3834"
"21552","21551","1","3834"
"21573","21472","1","3834"
"21592","21636","1","3834"
"21594","21595","1","3834"
"21601","21600","1","3834"
"21603","21602","1","3834"
"21613","21614","1","3834"
"21632","21637","1","3834"
"21639","21638","1","3834"
"21642","21643","1","3834"
"21672","21673","1","3834"
"21690","21687","1","3834"
"21690","21688","2","3834"
"21690","21689","3","3834"
"21736","21735","1","3834"
"21759","21758","1","3834"
"21761","21760","1","3834"
"21807","21806","1","3834"
"21809","21808","1","3834"
"21814","21812","1","3834"
"21814","21813","2","3834"
"21826","21827","1","3834"
"21894","21893","1","3834"
"21932","10111","1","3834"
"21932","21933","2","3834"
"21982","21983","1","3834"
"21987","21985","1","3834"
"21987","21986","2","3834"
"21987","21598","3","3834"
"21995","21993","1","3834"
"21995","21994","2","3834"
"22004","22003","1","3834"
"22004","22310","2","3834"
"22007","22008","1","3834"
"22009","22010","1","3834"
"22009","22011","2","3834"
"22009","22121","3","3834"
"22020","22021","1","3834"
"22020","22022","2","3834"
"22020","22023","3","3834"
"22036","22037","1","3834"
"22036","11645","2","3834"
"22054","22052","1","3834"
"22054","22053","2","3834"
"22066","19299","1","3834"
"22066","19301","2","3834"
"22079","22080","1","3834"
"22083","22082","1","3834"
"22093","22094","1","3834"
"22104","22103","1","3834"
"22123","22122","1","3834"
"22154","26920","1","3834"
"22195","22194","1","3834"
"22196","22197","1","3834"
"22201","22200","1","3834"
"22211","22210","1","3834"
"22213","22212","1","3834"
"22219","22218","1","3834"
"22228","22225","1","3834"
"22228","22226","2","3834"
"22228","22227","3","3834"
"22230","22229","1","3834"
"22241","22242","1","3834"
"22241","22243","2","3834"
"22241","22244","3","3834"
"22252","22249","1","3834"
"22252","22250","2","3834"
"22252","22251","3","3834"
"22277","15099","1","3834"
"22277","22276","2","3834"
"22296","22295","1","3834"
"22300","22299","1","3834"
"22307","22306","1","3834"
"22316","22315","1","3834"
"22395","22394","1","3834"
"22397","22396","1","3834"
"22401","22398","1","3834"
"22401","22399","2","3834"
"22401","10838","3","3834"
"22401","22400","4","3834"
"22435","22434","1","3834"
"22441","22440","1","3834"
"22461","22460","1","3834"
"22461","22462","2","3834"
"22512","22510","1","3834"
"22519","22517","1","3834"
"22539","22538","1","3834"
"22565","22564","1","3834"
"22573","19636","1","3834"
"22573","22571","2","3834"
"22594","22593","1","3834"
"22601","22600","1","3834"
"22611","22612","1","3834"
"22616","22615","1","3834"
"22637","22636","1","3834"
"22650","22649","1","3834"
"22652","22651","1","3834"
"22654","22653","1","3834"
"22666","22665","1","3834"
"22668","22667","1","3834"
"22670","22669","1","3834"
"22675","22674","1","3834"
"22677","22676","1","3834"
"22678","22679","1","3834"
"22681","22680","1","3834"
"22686","22685","1","3834"
"22688","22687","1","3834"
"22690","22689","1","3834"
"22692","22691","1","3834"
"22694","22693","1","3834"
"22710","18277","1","3834"
"22738","22218","1","3834"
"22738","22737","2","3834"
"22743","22742","1","3834"
"22768","22767","1","3834"
"22770","22769","1","3834"
"22792","22791","1","3834"
"22831","19607","1","3834"
"22831","22832","2","3834"
"22852","22851","1","3834"
"22958","22956","1","3834"
"22968","22966","1","3834"
"22972","22971","1","3834"
"22974","22973","1","3834"
"22976","22975","1","3834"
"22978","22977","1","3834"
"22980","22979","1","3834"
"22982","22981","1","3834"
"22984","22983","1","3834"
"22985","10111","1","3834"
"22985","22986","2","3834"
"22993","22987","1","3834"
"22995","22994","1","3834"
"22999","22998","1","3834"
"23001","22988","1","3834"
"23004","22992","1","3834"
"23016","23015","1","3834"
"23018","23017","1","3834"
"23061","23059","1","3834"
"23067","23066","1","3834"
"23069","23068","1","3834"
"23084","23083","1","3834"
"23089","23088","1","3834"
"23102","23101","1","3834"
"23107","23106","1","3834"
"23110","23109","1","3834"
"23113","23114","1","3834"
"23131","22924","1","3834"
"23132","22925","1","3834"
"23133","22935","1","3834"
"23142","23141","1","3834"
"23146","22957","1","3834"
"23148","22511","1","3834"
"23150","22518","1","3834"
"23238","23234","1","3834"
"23238","23235","2","3834"
"23238","23236","3","3834"
"23238","23237","4","3834"
"23275","23277","1","3834"
"23275","23276","2","3834"
"23285","23284","1","3834"
"23294","23292","1","3834"
"23294","23293","2","3834"
"23294","23283","3","3834"
"23295","23278","1","3834"
"23296","23022","1","3834"
"23297","23279","1","3834"
"23298","23023","1","3834"
"23299","23280","1","3834"
"23303","23302","1","3834"
"23305","23304","1","3834"
"23307","23306","1","3834"
"23309","23308","1","3834"
"23317","23316","1","3834"
"23323","23322","1","3834"
"23330","18339","1","3834"
"23330","23328","2","3834"
"23330","23329","3","3834"
"23352","23351","1","3834"
"23356","23354","1","3834"
"23356","23355","2","3834"
"23361","23363","1","3834"
"23361","23364","2","3834"
"23361","23365","3","3834"
"23361","23366","4","3834"
"23361","23367","5","3834"
"23370","23354","1","3834"
"23370","23369","2","3834"
"23370","23355","3","3834"
"23374","23375","1","3834"
"23381","15859","1","3834"
"23381","23377","2","3834"
"23381","23380","3","3834"
"23385","23378","1","3834"
"23385","23382","2","3834"
"23385","23383","3","3834"
"23385","23384","4","3834"
"23391","15859","1","3834"
"23391","23377","2","3834"
"23391","23389","3","3834"
"23391","23390","4","3834"
"23394","23393","1","3834"
"23397","23395","1","3834"
"23397","23396","2","3834"
"23398","23400","1","3834"
"23403","23399","1","3834"
"23403","23401","2","3834"
"23403","23402","3","3834"
"23408","23395","1","3834"
"23408","23406","2","3834"
"23408","23407","3","3834"
"23414","23410","1","3834"
"23414","23411","2","3834"
"23414","23412","3","3834"
"23414","23413","4","3834"
"23421","23422","1","3834"
"23421","23423","2","3834"
"23421","23424","3","3834"
"23421","23425","4","3834"
"23421","23427","5","3834"
"23421","23430","6","3834"
"23421","23431","7","3834"
"23421","23432","8","3834"
"23421","23433","9","3834"
"23421","23435","10","3834"
"23421","23436","11","3834"
"23421","23437","12","3834"
"23429","15859","1","3834"
"23429","23426","2","3834"
"23429","23428","3","3834"
"23441","15859","1","3834"
"23441","23426","2","3834"
"23441","23439","3","3834"
"23441","23440","4","3834"
"23446","23445","1","3834"
"23452","23451","1","3834"
"23453","16429","1","3834"
"23453","23410","2","3834"
"23453","23454","3","3834"
"23453","23455","4","3834"
"23453","23456","5","3834"
"23463","23462","1","3834"
"23466","23410","1","3834"
"23466","23468","2","3834"
"23466","23469","3","3834"
"23466","23456","4","3834"
"23476","23460","1","3834"
"23476","23461","2","3834"
"23476","23464","3","3834"
"23476","23465","4","3834"
"23476","23467","5","3834"
"23476","23474","6","3834"
"23476","23470","7","3834"
"23476","23471","8","3834"
"23476","23472","9","3834"
"23476","23475","10","3834"
"23481","23480","1","3834"
"23490","15859","1","3834"
"23490","23489","2","3834"
"23490","23439","3","3834"
"23490","23440","4","3834"
"23499","23410","1","3834"
"23501","23500","1","3834"
"23501","23483","2","3834"
"23501","23484","3","3834"
"23538","23300","1","3834"
"23551","15859","1","3834"
"23551","23489","2","3834"
"23551","23428","3","3834"
"23574","21400","1","3834"
"23574","21402","2","3834"
"23582","23581","1","3834"
"23588","23589","1","3834"
"23591","23590","1","3834"
"23596","23595","1","3834"
"23598","23597","1","3834"
"23599","23326","1","3834"
"23603","23601","1","3834"
"23603","23602","2","3834"
"23605","23604","1","3834"
"23620","23617","1","3834"
"23620","23618","2","3834"
"23620","23619","3","3834"
"23622","23621","1","3834"
"23632","23631","1","3834"
"23635","23633","1","3834"
"23635","23634","2","3834"
"23640","23641","1","3834"
"23656","23655","1","3834"
"23661","23658","1","3834"
"23661","23659","2","3834"
"23661","23660","3","3834"
"23663","23662","1","3834"
"23677","23676","1","3834"
"23677","21071","2","3834"
"23679","23678","1","3834"
"23680","23676","1","3834"
"23682","23681","1","3834"
"23685","23684","1","3834"
"23692","23691","1","3834"
"23696","23695","1","3834"
"23716","23715","1","3834"
"23722","23720","1","3834"
"23722","23721","2","3834"
"23732","23731","1","3834"
"23753","23754","1","3834"
"23760","23757","1","3834"
"23760","23758","2","3834"
"23760","23759","3","3834"
"23762","23763","1","3834"
"23762","23764","2","3834"
"23768","19344","1","3834"
"23768","19345","2","3834"
"23768","23769","3","3834"
"23770","19355","1","3834"
"23770","23769","2","3834"
"23812","23811","1","3834"
"23822","23821","1","3834"
"23836","23725","1","3834"
"23836","23727","2","3834"
"23853","23852","1","3834"
"23857","25365","1","3834"
"23869","23868","1","3834"
"23873","23872","1","3834"
"23895","23892","1","3834"
"23945","23944","1","3834"
"23947","23946","1","3834"
"23956","23955","1","3834"
"23959","23958","1","3834"
"23961","23960","1","3834"
"23970","23964","1","3834"
"23970","23965","2","3834"
"23970","23966","3","3834"
"23970","23967","4","3834"
"23970","23968","5","3834"
"23970","23969","6","3834"
"23979","23977","1","3834"
"23979","23978","2","3834"
"23982","23980","1","3834"
"23982","23981","2","3834"
"23986","23985","1","3834"
"23988","11331","1","3834"
"23988","23987","2","3834"
"23993","23992","1","3834"
"23995","23994","1","3834"
"24003","24002","1","3834"
"24015","24009","1","3834"
"24015","24010","2","3834"
"24015","24011","3","3834"
"24015","24012","4","3834"
"24015","24013","5","3834"
"24015","24014","6","3834"
"24023","24017","1","3834"
"24023","24018","2","3834"
"24023","24019","3","3834"
"24023","24022","4","3834"
"24023","24020","5","3834"
"24023","24021","6","3834"
"24029","24028","1","3834"
"24038","24037","1","3834"
"24059","24058","1","3834"
"24072","24066","1","3834"
"24072","24067","2","3834"
"24072","24068","3","3834"
"24072","24069","4","3834"
"24072","24070","5","3834"
"24072","24071","6","3834"
"24106","24105","1","3834"
"24135","24134","1","3834"
"24142","24141","1","3834"
"24144","24143","1","3834"
"24148","24145","1","3834"
"24148","24146","2","3834"
"24148","24147","3","3834"
"24150","24149","1","3834"
"24155","24154","1","3834"
"24157","24156","1","3834"
"24174","24173","1","3834"
"24176","20877","1","3834"
"24176","24175","2","3834"
"24179","20591","1","3834"
"24179","24178","2","3834"
"24183","24181","1","3834"
"24188","24182","1","3834"
"24200","24199","1","3834"
"24242","20918","1","3834"
"24242","20881","2","3834"
"24244","11364","1","3834"
"24244","24243","2","3834"
"24295","24296","1","3834"
"24303","23617","1","3834"
"24303","24301","2","3834"
"24303","24302","3","3834"
"24315","23658","1","3834"
"24315","24313","2","3834"
"24315","24314","3","3834"
"24321","24318","1","3834"
"24321","24319","2","3834"
"24321","24320","3","3834"
"24327","24325","1","3834"
"24327","24326","2","3834"
"24329","24328","1","3834"
"24335","24331","1","3834"
"24335","24332","2","3834"
"24335","24333","3","3834"
"24340","24337","1","3834"
"24340","24338","2","3834"
"24340","24339","3","3834"
"24346","24345","1","3834"
"24348","24344","1","3834"
"24348","24347","2","3834"
"24351","24350","1","3834"
"24393","24392","1","3834"
"24418","24417","1","3834"
"24431","24430","1","3834"
"24434","24433","1","3834"
"24436","24435","1","3834"
"24438","24437","1","3834"
"24445","24444","1","3834"
"24492","24491","1","3834"
"24496","24493","1","3834"
"24496","24494","2","3834"
"24496","24495","3","3834"
"24513","24512","1","3834"
"24535","24534","1","3834"
"24541","24539","1","3834"
"24541","24540","2","3834"
"24557","24556","1","3834"
"24559","24558","1","3834"
"24561","24560","1","3834"
"24563","24562","1","3834"
"24565","24564","1","3834"
"24567","10062","1","3834"
"24567","24566","2","3834"
"24571","24568","1","3834"
"24573","24572","1","3834"
"24575","24574","1","3834"
"24577","24576","1","3834"
"24579","24578","1","3834"
"24585","24584","1","3834"
"24587","24586","1","3834"
"24591","24590","1","3834"
"24600","24599","1","3834"
"24606","23658","1","3834"
"24606","24604","2","3834"
"24606","24605","3","3834"
"24608","24607","1","3834"
"24617","24616","1","3834"
"24642","24641","1","3834"
"24648","24647","1","3834"
"24660","24658","1","3834"
"24660","24659","2","3834"
"24665","24662","1","3834"
"24665","24663","2","3834"
"24665","24664","3","3834"
"24681","24680","1","3834"
"24683","24682","1","3834"
"24686","24685","1","3834"
"24694","23658","1","3834"
"24694","24692","2","3834"
"24694","24693","3","3834"
"24698","24697","1","3834"
"24702","24699","1","3834"
"24702","24700","2","3834"
"24702","24701","3","3834"
"24708","24705","1","3834"
"24708","24706","2","3834"
"24708","24707","3","3834"
"24716","24714","1","3834"
"24716","24611","2","3834"
"24755","24754","1","3834"
"24774","24773","1","3834"
"24778","24777","1","3834"
"24785","24782","1","3834"
"24785","24783","2","3834"
"24785","24784","3","3834"
"24785","22227","4","3834"
"24787","24786","1","3834"
"24787","24771","2","3834"
"24793","24791","1","3834"
"24793","17165","2","3834"
"24793","24792","3","3834"
"24796","15085","1","3834"
"24796","24794","2","3834"
"24796","24795","3","3834"
"24801","24782","1","3834"
"24801","24783","2","3834"
"24801","24784","3","3834"
"24801","22634","4","3834"
"24803","24802","1","3834"
"24805","24804","1","3834"
"24813","24812","1","3834"
"24815","24814","1","3834"
"24817","24816","1","3834"
"24823","24822","1","3834"
"24826","24825","1","3834"
"24827","24824","1","3834"
"24838","24834","1","3834"
"24860","24296","1","3834"
"24860","24859","2","3834"
"24868","24867","1","3834"
"24870","24869","1","3834"
"24870","24771","2","3834"
"24876","24875","1","3834"
"24885","22218","1","3834"
"24891","24888","1","3834"
"24891","24889","2","3834"
"24891","24890","3","3834"
"24892","24786","1","3834"
"24893","24782","1","3834"
"24893","24783","2","3834"
"24893","24784","3","3834"
"24893","22634","4","3834"
"24913","24912","1","3834"
"24939","24938","1","3834"
"24993","24992","1","3834"
"25003","25002","1","3834"
"25015","25014","1","3834"
"25017","25016","1","3834"
"25019","25018","1","3834"
"25035","25033","1","3834"
"25035","25034","2","3834"
"25039","25038","1","3834"
"25055","25054","1","3834"
"25069","25068","1","3834"
"25073","25072","1","3834"
"25093","25092","1","3834"
"25155","25154","1","3834"
"25162","25161","1","3834"
"25164","25163","1","3834"
"25171","25170","1","3834"
"25173","25172","1","3834"
"25175","25174","1","3834"
"25177","25176","1","3834"
"25187","25186","1","3834"
"25191","25188","1","3834"
"25191","25189","2","3834"
"25191","25190","3","3834"
"25200","25199","1","3834"
"25202","25201","1","3834"
"25204","25203","1","3834"
"25220","25219","1","3834"
"25223","25221","1","3834"
"25223","25222","2","3834"
"25225","25224","1","3834"
"25273","25272","1","3834"
"25277","25275","1","3834"
"25277","25276","2","3834"
"25312","25311","1","3834"
"25312","22068","2","3834"
"25314","25313","1","3834"
"25316","25315","1","3834"
"25319","25317","1","3834"
"25319","25318","2","3834"
"25324","25321","1","3834"
"25324","25322","2","3834"
"25333","25332","1","3834"
"25340","25339","1","3834"
"25342","25341","1","3834"
"25350","25349","1","3834"
"25350","9248","2","3834"
"25352","25351","1","3834"
"25354","25353","1","3834"
"25367","25366","1","3834"
"25369","25368","1","3834"
"25414","25413","1","3834"
"25416","25415","1","3834"
"25434","25433","1","3834"
"25452","25451","1","3834"
"25453","10346","1","3834"
"25453","9346","2","3834"
"25471","25492","1","3834"
"25495","25496","1","3834"
"25498","25497","1","3834"
"25499","25500","1","3834"
"25501","25502","1","3834"
"25504","25503","1","3834"
"25506","25507","1","3834"
"25508","25509","1","3834"
"25510","25511","1","3834"
"25552","25553","1","3834"
"25555","25554","1","3834"
"25559","25558","1","3834"
"25561","25560","1","3834"
"25576","25575","1","3834"
"25578","25577","1","3834"
"25580","25579","1","3834"
"25583","25582","1","3834"
"25596","25590","1","3834"
"25626","25625","1","3834"
"25631","7746","1","3834"
"25631","25630","2","3834"
"25659","25658","1","3834"
"25666","25662","1","3834"
"25666","25663","2","3834"
"25666","25664","3","3834"
"25666","22497","4","3834"
"25666","22499","5","3834"
"25666","22498","6","3834"
"25666","25665","7","3834"
"25667","25668","1","3834"
"25667","22838","2","3834"
"25667","22839","3","3834"
"25697","25696","1","3834"
"25725","25724","1","3834"
"25742","25740","1","3834"
"25742","25741","2","3834"
"25752","25748","1","3834"
"25752","25749","2","3834"
"25752","25750","3","3834"
"25752","25751","4","3834"
"25832","25831","1","3834"
"25846","25847","1","3834"
"25848","25435","1","3834"
"25848","25436","2","3834"
"25848","25437","3","3834"
"25848","25438","4","3834"
"25848","25439","5","3834"
"25848","25419","6","3834"
"25848","25440","7","3834"
"25848","25432","8","3834"
"25848","25441","9","3834"
"25848","25442","10","3834"
"25848","25443","11","3834"
"25848","25421","12","3834"
"25848","25849","13","3834"
"25850","25417","1","3834"
"25850","25421","2","3834"
"25850","25422","3","3834"
"25850","25423","4","3834"
"25850","25872","5","3834"
"25850","25849","6","3834"
"25852","25851","1","3834"
"25890","25419","1","3834"
"25890","25429","2","3834"
"25890","25430","3","3834"
"25890","25421","4","3834"
"25890","25431","5","3834"
"25890","25432","6","3834"
"25890","25849","7","3834"
"25892","25427","1","3834"
"25892","25849","2","3834"
"25894","25872","1","3834"
"25914","25913","1","3834"
"25916","25915","1","3834"
"25922","25920","1","3834"
"25922","10064","2","3834"
"25923","25918","1","3834"
"25973","25972","1","3834"
"25996","25997","1","3834"
"25998","25999","1","3834"
"26000","26001","1","3834"
"26002","11661","1","3834"
"26011","26010","1","3834"
"26013","26012","1","3834"
"26018","7847","1","3834"
"26018","26017","2","3834"
"26076","26074","1","3834"
"26080","26077","1","3834"
"26080","26078","2","3834"
"26083","26082","1","3834"
"26164","26160","1","3834"
"26164","26161","2","3834"
"26164","26162","3","3834"
"26164","26163","4","3834"
"26166","24770","1","3834"
"26167","24771","1","3834"
"26171","27082","1","3834"
"26275","26274","1","3834"
"26331","26332","1","3834"
"26354","26353","1","3834"
"26356","26355","1","3834"
"26367","26366","1","3834"
"26373","26372","1","3834"
"26377","26374","1","3834"
"26377","26375","2","3834"
"26377","26376","3","3834"
"26382","26381","1","3834"
"26393","26374","1","3834"
"26393","26391","2","3834"
"26393","26392","3","3834"
"26398","26396","1","3834"
"26398","26397","2","3834"
"26403","26374","1","3834"
"26403","25590","2","3834"
"26410","26391","1","3834"
"26410","26392","2","3834"
"26412","26374","1","3834"
"26414","26391","1","3834"
"26414","26392","2","3834"
"26414","25632","3","3834"
"26414","25633","4","3834"
"26439","26438","1","3834"
"26439","23687","2","3834"
"26446","26444","1","3834"
"26446","26445","2","3834"
"26448","26447","1","3834"
"26451","26449","1","3834"
"26451","26450","2","3834"
"26468","26466","1","3834"
"26468","26467","2","3834"
"26471","26469","1","3834"
"26471","26470","2","3834"
"26473","26472","1","3834"
"26475","26474","1","3834"
"26479","26478","1","3834"
"26482","26480","1","3834"
"26482","26481","2","3834"
"26485","26483","1","3834"
"26485","26484","2","3834"
"26487","26486","1","3834"
"26489","26488","1","3834"
"26491","22845","1","3834"
"26491","26490","2","3834"
"26512","26511","1","3834"
"26514","26513","1","3834"
"26516","26515","1","3834"
"26518","26517","1","3834"
"26520","26519","1","3834"
"26522","26521","1","3834"
"26526","18013","1","3834"
"26526","18014","2","3834"
"26527","26528","1","3834"
"26530","11364","1","3834"
"26530","26529","2","3834"
"26532","11364","1","3834"
"26532","26531","2","3834"
"26551","26550","1","3834"
"26575","26573","1","3834"
"26575","26574","2","3834"
"26580","26579","1","3834"
"26586","26585","1","3834"
"26588","26587","1","3834"
"26592","26590","1","3834"
"26592","26591","2","3834"
"26593","26590","1","3834"
"26594","26595","1","3834"
"26611","26610","1","3834"
"26622","26623","1","3834"
"26626","26627","1","3834"
"26656","26655","1","3834"
"26674","26673","1","3834"
"26679","26678","1","3834"
"26693","26692","1","3834"
"26699","26698","1","3834"
"26712","26711","1","3834"
"26715","26713","1","3834"
"26715","26714","2","3834"
"26717","26716","1","3834"
"26720","26718","1","3834"
"26720","26719","2","3834"
"26722","26721","1","3834"
"26724","26723","1","3834"
"26726","26725","1","3834"
"26728","26727","1","3834"
"26773","26772","1","3834"
"26775","26774","1","3834"
"26795","26793","1","3834"
"26795","26794","2","3834"
"26838","10062","1","3834"
"26838","26835","2","3834"
"26838","26836","3","3834"
"26838","26837","4","3834"
"26840","26839","1","3834"
"26845","26841","1","3834"
"26845","26842","2","3834"
"26845","26843","3","3834"
"26845","26844","4","3834"
"26866","26865","1","3834"
"26899","10062","1","3834"
"26899","26835","2","3834"
"26902","26900","1","3834"
"26902","26901","2","3834"
"26902","26843","3","3834"
"26902","26844","4","3834"
"26911","26910","1","3834"
"26922","26921","1","3834"
"26924","26923","1","3834"
"26931","26930","1","3834"
"26935","26932","1","3834"
"26935","26933","2","3834"
"26935","26934","3","3834"
"26942","26941","1","3834"
"27001","27000","1","3834"
"27009","27008","1","3834"
"27053","27052","1","3834"
"27055","27054","1","3834"
"27057","27056","1","3834"
"27060","27058","1","3834"
"27060","27059","2","3834"
"27073","27072","1","3834"
"27075","27074","1","3834"
"27077","27076","1","3834"
"27086","27085","1","3834"
"27091","27088","1","3834"
"27091","27089","2","3834"
"27091","27090","3","3834"
"27152","27151","1","3834"
"27154","27153","1","3834"
"27156","27155","1","3834"
"27161","27160","1","3834"
"27163","26375","1","3834"
"27163","26376","2","3834"
"27166","27165","1","3834"
"27168","22662","1","3834"
"27169","22671","1","3834"
"27172","27171","1","3834"
"27173","10482","1","3834"
"27173","10483","2","3834"
"27173","27174","3","3834"
"27173","27175","4","3834"
"27228","27227","1","3834"
"27230","27229","1","3834"
"27232","27231","1","3834"
"27234","27233","1","3834"
"27238","27237","1","3834"
"27240","27239","1","3834"
"27242","27241","1","3834"
"27244","27243","1","3834"
"27248","27247","1","3834"
"27250","27249","1","3834"
"27267","23658","1","3834"
"27267","24313","2","3834"
"27267","24314","3","3834"
"27267","22227","4","3834"
"27268","24770","1","3834"
