res_code,prescribing_text_id,pt_position,schedule_code
"10041_6898_R","13031","1","3834"
"10041_6898_R","20477","2","3834"
"10041_6898_R","13035","3","3834"
"10041_6898_R","13037","4","3834"
"10041_6898_R","8116","5","3834"
"10041_6898_R","13039","6","3834"
"10041_6898_R","20479","7","3834"
"10045_10033_R","8676","1","3834"
"10045_10033_R","18397","2","3834"
"10046_10021_R","13047","1","3834"
"10046_10021_R","13049","2","3834"
"10046_10021_R","18478","3","3834"
"10046_10021_R","25220","4","3834"
"10046_10021_R","13053","5","3834"
"10046_10021_R","25223","6","3834"
"10046_10021_R","25225","7","3834"
"10046_10021_R","25226","8","3834"
"10046_10021_R","25227","9","3834"
"10046_10021_R","25228","10","3834"
"10046_10021_R","25229","11","3834"
"10046_10021_R","25230","12","3834"
"10046_10021_R","25231","13","3834"
"10058_10051_R","8676","1","3834"
"10058_10051_R","12147","2","3834"
"10059_10020_R","13047","1","3834"
"10059_10020_R","13049","2","3834"
"10059_10020_R","18478","3","3834"
"10059_10020_R","13053","4","3834"
"10059_10020_R","21090","5","3834"
"10059_10020_R","25233","6","3834"
"10061_10061_R","19444","1","3834"
"10061_10061_R","22958","2","3834"
"10061_10061_R","23146","3","3834"
"10061_10061_R","7890","4","3834"
"10061_10061_R","8384","5","3834"
"10061_10061_R","22959","6","3834"
"10061_10061_R","23147","7","3834"
"10063_10063_R","11306","1","3834"
"10063_10063_R","13591","2","3834"
"10063_10063_R","25273","3","3834"
"10063_10063_R","13190","4","3834"
"10063_10063_R","11365","5","3834"
"10063_10063_R","11328","6","3834"
"10063_10063_R","25278","7","3834"
"10063_10063_R","13202","8","3834"
"10067_10067_R","11306","1","3834"
"10067_10067_R","13591","2","3834"
"10067_10067_R","25273","3","3834"
"10067_10067_R","13190","4","3834"
"10067_10067_R","11365","5","3834"
"10067_10067_R","11328","6","3834"
"10067_10067_R","25278","7","3834"
"10067_10067_R","13202","8","3834"
"10068_10068_R","11306","1","3834"
"10068_10068_R","25273","2","3834"
"10068_10068_R","13190","3","3834"
"10068_10068_R","11327","4","3834"
"10068_10068_R","11328","5","3834"
"10068_10068_R","25278","6","3834"
"10072_10077_R","19444","1","3834"
"10072_10077_R","22958","2","3834"
"10072_10077_R","23146","3","3834"
"10072_10077_R","7890","4","3834"
"10072_10077_R","8384","5","3834"
"10072_10077_R","22959","6","3834"
"10072_10077_R","23147","7","3834"
"10073_10073_R","11306","1","3834"
"10073_10073_R","13591","2","3834"
"10073_10073_R","25273","3","3834"
"10073_10073_R","13190","4","3834"
"10073_10073_R","11308","5","3834"
"10073_10073_R","25277","6","3834"
"10073_10073_R","11319","7","3834"
"10073_10073_R","25274","8","3834"
"10073_10073_R","13202","9","3834"
"10075_10075_R","19444","1","3834"
"10075_10075_R","11365","2","3834"
"10075_10075_R","22958","3","3834"
"10075_10075_R","23146","4","3834"
"10075_10075_R","7890","5","3834"
"10075_10075_R","8384","6","3834"
"10075_10075_R","22959","7","3834"
"10075_10075_R","23147","8","3834"
"10080_10076_R","10616","1","3834"
"10080_10076_R","11332","2","3834"
"10080_10076_R","10620","3","3834"
"10080_10076_R","10617","4","3834"
"10080_10076_R","24053","5","3834"
"10086_10121_R","9286","1","3834"
"10086_10121_R","25314","2","3834"
"10086_10121_R","25316","3","3834"
"10086_10121_R","10412","4","3834"
"10086_10121_R","21821","5","3834"
"10086_10121_R","21823","6","3834"
"10086_10121_R","21824","7","3834"
"10087_10157_R","8676","1","3834"
"10087_10157_R","9245","2","3834"
"10087_10157_R","25350","3","3834"
"10087_10157_R","25352","4","3834"
"10087_10157_R","7601","5","3834"
"10087_10157_R","9251","6","3834"
"10089_4295_R","9229","1","3834"
"10089_4295_R","25296","2","3834"
"10095_10095_R","25271","1","3834"
"10095_10095_R","25319","2","3834"
"10095_10095_R","18066","3","3834"
"10111_10130_R","24811","1","3834"
"10111_10130_R","24823","2","3834"
"10111_10130_R","24827","3","3834"
"10111_10130_R","25367","4","3834"
"10129_10148_R","24811","1","3834"
"10129_10148_R","24813","2","3834"
"10129_10148_R","9245","3","3834"
"10129_10148_R","10299","4","3834"
"10129_10148_R","24815","5","3834"
"10129_10148_R","24817","6","3834"
"10129_10148_R","23857","7","3834"
"10129_10148_R","25367","8","3834"
"10138_10138_R","14844","1","3834"
"10138_10138_R","14847","2","3834"
"10138_10138_R","18699","3","3834"
"10138_10138_R","14857","4","3834"
"10161_10161_R","14844","1","3834"
"10161_10161_R","14847","2","3834"
"10161_10161_R","18699","3","3834"
"10161_10161_R","14857","4","3834"
"10164_10125_R","21331","1","3834"
"10164_10125_R","24557","2","3834"
"10164_10125_R","24559","3","3834"
"10164_10125_R","10859","4","3834"
"10164_10125_R","24563","5","3834"
"10164_10125_R","24565","6","3834"
"10164_10125_R","25354","7","3834"
"10185_5883_R","13123","1","3834"
"10200_10116_R","9007","1","3834"
"10200_10116_R","9019","2","3834"
"10205_10206_R","24247","1","3834"
"10205_10206_R","8594","2","3834"
"10205_10206_R","10859","3","3834"
"10205_10206_R","25340","4","3834"
"10211_10310_R","25505","1","3834"
"10211_10310_R","11365","2","3834"
"10211_10310_R","21809","3","3834"
"10211_10310_R","7890","4","3834"
"10249_10248_R","12934","1","3834"
"10249_10248_R","18320","2","3834"
"10249_10248_R","18322","3","3834"
"10249_10248_R","8325","4","3834"
"10249_10248_R","25567","5","3834"
"10252_10252_R","25505","1","3834"
"10252_10252_R","10299","2","3834"
"10252_10252_R","25504","3","3834"
"10252_10252_R","7890","4","3834"
"10252_10252_R","10024","5","3834"
"10253_10212_R","7754","1","3834"
"10253_10212_R","24648","2","3834"
"10253_10212_R","7745","3","3834"
"10253_10212_R","25631","4","3834"
"10253_10212_R","24636","5","3834"
"10257_10257_R","21331","1","3834"
"10257_10257_R","25498","2","3834"
"10257_10257_R","24587","3","3834"
"10257_10257_R","9256","4","3834"
"10257_10257_R","7890","5","3834"
"10258_10215_R","8031","1","3834"
"10258_10215_R","11365","2","3834"
"10258_10215_R","7890","3","3834"
"10258_10215_R","9256","4","3834"
"10267_10268_R","12934","1","3834"
"10267_10268_R","18320","2","3834"
"10267_10268_R","18322","3","3834"
"10267_10268_R","9057","4","3834"
"10267_10268_R","25567","5","3834"
"10267_10268_R","7606","6","3834"
"10267_10268_R","7607","7","3834"
"10267_10268_R","7608","8","3834"
"10269_10306_R","8676","1","3834"
"10269_10306_R","7738","2","3834"
"10269_10306_R","25187","3","3834"
"10269_10306_R","9256","4","3834"
"10269_10306_R","9258","5","3834"
"10270_10271_R","8676","1","3834"
"10270_10271_R","9245","2","3834"
"10270_10271_R","25350","3","3834"
"10270_10271_R","25352","4","3834"
"10270_10271_R","7601","5","3834"
"10270_10271_R","9251","6","3834"
"10277_10216_R","21331","1","3834"
"10277_10216_R","24585","2","3834"
"10277_10216_R","24587","3","3834"
"10277_10216_R","9256","4","3834"
"10288_10250_R","19041","1","3834"
"10288_10250_R","13591","2","3834"
"10288_10250_R","22512","3","3834"
"10288_10250_R","23148","4","3834"
"10288_10250_R","22513","5","3834"
"10289_10328_R","8676","1","3834"
"10289_10328_R","25187","2","3834"
"10290_6013_R","8676","1","3834"
"10290_6013_R","7738","2","3834"
"10290_6013_R","9256","3","3834"
"10290_6013_R","9258","4","3834"
"10290_6013_R","9251","5","3834"
"10292_10213_R","7754","1","3834"
"10292_10213_R","11365","2","3834"
"10292_10213_R","7745","3","3834"
"10292_10213_R","25631","4","3834"
"10307_10324_R","9007","1","3834"
"10307_10324_R","25452","2","3834"
"10307_10324_R","25453","3","3834"
"10307_10324_R","18787","4","3834"
"10307_10324_R","9351","5","3834"
"10307_10324_R","18789","6","3834"
"10308_10309_R","9624","1","3834"
"10308_10309_R","10299","2","3834"
"10308_10309_R","19465","3","3834"
"10308_10309_R","7890","4","3834"
"10308_10309_R","10024","5","3834"
"10311_10294_R","7754","1","3834"
"10311_10294_R","11365","2","3834"
"10311_10294_R","7745","3","3834"
"10311_10294_R","25631","4","3834"
"10318_10297_R","8031","1","3834"
"10318_10297_R","11365","2","3834"
"10318_10297_R","23299","3","3834"
"10318_10297_R","9256","4","3834"
"10323_6890_R","10191","1","3834"
"10323_6890_R","11466","2","3834"
"10323_6890_R","19744","3","3834"
"10323_6890_R","11468","4","3834"
"10329_10317_R","9007","1","3834"
"10329_10317_R","25452","2","3834"
"10329_10317_R","18792","3","3834"
"10329_10317_R","18787","4","3834"
"10329_10317_R","18789","5","3834"
"10352_10362_R","10431","1","3834"
"10352_10362_R","25414","2","3834"
"10352_10362_R","25416","3","3834"
"10352_10362_R","25425","4","3834"
"10353_10363_R","14844","1","3834"
"10353_10363_R","14847","2","3834"
"10353_10363_R","18699","3","3834"
"10353_10363_R","25742","4","3834"
"10353_10363_R","14857","5","3834"
"10365_10355_R","24367","1","3834"
"10365_10355_R","23988","2","3834"
"10365_10355_R","10620","3","3834"
"10365_10355_R","11365","4","3834"
"10365_10355_R","10617","5","3834"
"10381_10390_R","10616","1","3834"
"10381_10390_R","23988","2","3834"
"10381_10390_R","10620","3","3834"
"10381_10390_R","11365","4","3834"
"10381_10390_R","10617","5","3834"
"10395_10375_R","14844","1","3834"
"10395_10375_R","14847","2","3834"
"10395_10375_R","18699","3","3834"
"10395_10375_R","25742","4","3834"
"10395_10375_R","14857","5","3834"
"10396_10391_R","24367","1","3834"
"10396_10391_R","11332","2","3834"
"10396_10391_R","10620","3","3834"
"10396_10391_R","10617","4","3834"
"10396_10391_R","24053","5","3834"
"10401_10410_R","12750","1","3834"
"10401_10410_R","25848","2","3834"
"10401_10410_R","25534","3","3834"
"10404_10404_R","12750","1","3834"
"10404_10404_R","25846","2","3834"
"10406_10402_R","12750","1","3834"
"10406_10402_R","25850","2","3834"
"10408_10405_R","12750","1","3834"
"10408_10405_R","25892","2","3834"
"10409_10412_R","12750","1","3834"
"10409_10412_R","25434","2","3834"
"10409_10412_R","25848","3","3834"
"10409_10412_R","25533","4","3834"
"10411_10413_R","12750","1","3834"
"10411_10413_R","25890","2","3834"
"10416_10416_R","25893","1","3834"
"10416_10416_R","25894","2","3834"
"10430_10431_R","22964","1","3834"
"10430_10431_R","23622","2","3834"
"10430_10431_R","23061","3","3834"
"10430_10431_R","23089","4","3834"
"10430_10431_R","22985","5","3834"
"10430_10431_R","25965","6","3834"
"10430_10431_R","25992","7","3834"
"10430_10431_R","25993","8","3834"
"10437_10482_R","25912","1","3834"
"10437_10482_R","25914","2","3834"
"10437_10482_R","25916","3","3834"
"10437_10482_R","9911","4","3834"
"10437_10482_R","24542","5","3834"
"10437_10482_R","25917","6","3834"
"10437_10482_R","21822","7","3834"
"10463_10464_R","25912","1","3834"
"10463_10464_R","25914","2","3834"
"10463_10464_R","25916","3","3834"
"10463_10464_R","24542","4","3834"
"10463_10464_R","25917","5","3834"
"10463_10464_R","21822","6","3834"
"10496_10521_R","24247","1","3834"
"10496_10521_R","7910","2","3834"
"10496_10521_R","11365","3","3834"
"10496_10521_R","23679","4","3834"
"10504_10499_R","10646","1","3834"
"10504_10499_R","18433","2","3834"
"10505_10498_R","7842","1","3834"
"10505_10498_R","26018","2","3834"
"10509_10509_R","24247","1","3834"
"10509_10509_R","7910","2","3834"
"10509_10509_R","11365","3","3834"
"10509_10509_R","23679","4","3834"
"10518_10459_R","22964","1","3834"
"10518_10459_R","24321","2","3834"
"10518_10459_R","25973","3","3834"
"10518_10459_R","22985","4","3834"
"10518_10459_R","25745","5","3834"
"10531_9547_R","22542","1","3834"
"10531_9547_R","24434","2","3834"
"10531_9547_R","15265","3","3834"
"10531_9547_R","24436","4","3834"
"10531_9547_R","24438","5","3834"
"10531_9547_R","15271","6","3834"
"10531_9547_R","8384","7","3834"
"10531_9547_R","15273","8","3834"
"10531_9547_R","15281","9","3834"
"10574_10538_R","9277","1","3834"
"10574_10538_R","25923","2","3834"
"10574_10538_R","25922","3","3834"
"10586_9519_R","20549","1","3834"
"10586_9519_R","11376","2","3834"
"10586_9519_R","23959","3","3834"
"10586_9519_R","20430","4","3834"
"10586_9519_R","24513","5","3834"
"10586_9519_R","20466","6","3834"
"10586_9519_R","20440","7","3834"
"10586_9519_R","20448","8","3834"
"10586_9519_R","20442","9","3834"
"10589_5937_R","13211","1","3834"
"10589_5937_R","13204","2","3834"
"10589_5937_R","14699","3","3834"
"10604_10434_R","22964","1","3834"
"10604_10434_R","26002","2","3834"
"10604_10434_R","26000","3","3834"
"10604_10434_R","22985","4","3834"
"10621_9369_R","20549","1","3834"
"10621_9369_R","11376","2","3834"
"10621_9369_R","20557","3","3834"
"10621_9369_R","20470","4","3834"
"10621_9369_R","20472","5","3834"
"10621_9369_R","11485","6","3834"
"10621_9369_R","20473","7","3834"
"10621_9369_R","20474","8","3834"
"10621_9369_R","20475","9","3834"
"10622_9601_R","24036","1","3834"
"10622_9601_R","11376","2","3834"
"10622_9601_R","20557","3","3834"
"10622_9601_R","20470","4","3834"
"10622_9601_R","24038","5","3834"
"10622_9601_R","11485","6","3834"
"10622_9601_R","24030","7","3834"
"10622_9601_R","24039","8","3834"
"10622_9601_R","24033","9","3834"
"10622_9601_R","20473","10","3834"
"10622_9601_R","20474","11","3834"
"10622_9601_R","20475","12","3834"
"10623_5937_R","13211","1","3834"
"10623_5937_R","13204","2","3834"
"10623_5937_R","14698","3","3834"
"10676_10676_R","24811","1","3834"
"10676_10676_R","25369","2","3834"
"10676_10676_R","24827","3","3834"
"10676_10676_R","7890","4","3834"
"10676_10676_R","25367","5","3834"
"10680_10705_R","8676","1","3834"
"10680_10705_R","7890","2","3834"
"10680_10705_R","10972","3","3834"
"10680_10705_R","9256","4","3834"
"10700_10688_R","24811","1","3834"
"10700_10688_R","24813","2","3834"
"10700_10688_R","10299","3","3834"
"10700_10688_R","7890","4","3834"
"10700_10688_R","24817","5","3834"
"10700_10688_R","23857","6","3834"
"10700_10688_R","25367","7","3834"
"10700_10688_R","14458","8","3834"
"10706_10701_R","8676","1","3834"
"10706_10701_R","7890","2","3834"
"10706_10701_R","10972","3","3834"
"10706_10701_R","9256","4","3834"
"10720_10844_R","8335","1","3834"
"10720_10844_R","11930","2","3834"
"10720_10844_R","26356","3","3834"
"10734_7046_R","17467","1","3834"
"10734_7046_R","18514","2","3834"
"10734_7046_R","20974","3","3834"
"10734_7046_R","21121","4","3834"
"10736_10806_R","8050","1","3834"
"10736_10806_R","23622","2","3834"
"10736_10806_R","11189","3","3834"
"10736_10806_R","16764","4","3834"
"10736_10806_R","11786","5","3834"
"10736_10806_R","8384","6","3834"
"10736_10806_R","8052","7","3834"
"10736_10806_R","24057","8","3834"
"10736_10806_R","26389","9","3834"
"10736_10806_R","26394","10","3834"
"10736_10806_R","23934","11","3834"
"10736_10806_R","23935","12","3834"
"10736_10806_R","23943","13","3834"
"10736_10806_R","25744","14","3834"
"10737_10889_R","8050","1","3834"
"10737_10889_R","23622","2","3834"
"10737_10889_R","11189","3","3834"
"10737_10889_R","16764","4","3834"
"10737_10889_R","21408","5","3834"
"10737_10889_R","8384","6","3834"
"10737_10889_R","8052","7","3834"
"10737_10889_R","23226","8","3834"
"10737_10889_R","23240","9","3834"
"10737_10889_R","26387","10","3834"
"10737_10889_R","23239","11","3834"
"10737_10889_R","16804","12","3834"
"10737_10889_R","26394","13","3834"
"10737_10889_R","23934","14","3834"
"10737_10889_R","23935","15","3834"
"10737_10889_R","23943","16","3834"
"10737_10889_R","25744","17","3834"
"10738_9614_R","11376","1","3834"
"10738_9614_R","20724","2","3834"
"10738_9614_R","22461","3","3834"
"10738_9614_R","22463","4","3834"
"10738_9614_R","22464","5","3834"
"10738_9614_R","22465","6","3834"
"10738_9614_R","25744","7","3834"
"10739_9465_R","11376","1","3834"
"10739_9465_R","11365","2","3834"
"10739_9465_R","19322","3","3834"
"10739_9465_R","25745","4","3834"
"10749_10755_R","25652","1","3834"
"10749_10755_R","26373","2","3834"
"10749_10755_R","26377","3","3834"
"10749_10755_R","26379","4","3834"
"10749_10755_R","26378","5","3834"
"10750_10748_R","25652","1","3834"
"10750_10748_R","26373","2","3834"
"10750_10748_R","26377","3","3834"
"10750_10748_R","26380","4","3834"
"10750_10748_R","26384","5","3834"
"10750_10748_R","26378","6","3834"
"10752_10752_R","25652","1","3834"
"10752_10752_R","26382","2","3834"
"10752_10752_R","26383","3","3834"
"10752_10752_R","26384","4","3834"
"10752_10752_R","26378","5","3834"
"10757_10758_R","7861","1","3834"
"10757_10758_R","25725","2","3834"
"10757_10758_R","26410","3","3834"
"10759_10839_R","7861","1","3834"
"10759_10839_R","26414","2","3834"
"10760_10766_R","7861","1","3834"
"10760_10766_R","25725","2","3834"
"10760_10766_R","26398","3","3834"
"10761_10772_R","7861","1","3834"
"10761_10772_R","26398","2","3834"
"10761_10772_R","26400","3","3834"
"10761_10772_R","26384","4","3834"
"10761_10772_R","26378","5","3834"
"10763_10777_R","7861","1","3834"
"10763_10777_R","26410","2","3834"
"10763_10777_R","26399","3","3834"
"10763_10777_R","26378","4","3834"
"10764_10764_R","7861","1","3834"
"10764_10764_R","26382","2","3834"
"10764_10764_R","26401","3","3834"
"10764_10764_R","26384","4","3834"
"10764_10764_R","26378","5","3834"
"10767_10768_R","7861","1","3834"
"10767_10768_R","26398","2","3834"
"10769_10765_R","7861","1","3834"
"10769_10765_R","26414","2","3834"
"10769_10765_R","26399","3","3834"
"10769_10765_R","26378","4","3834"
"10773_10771_R","7861","1","3834"
"10773_10771_R","26398","2","3834"
"10773_10771_R","26399","3","3834"
"10773_10771_R","26378","4","3834"
"10774_10891_R","25628","1","3834"
"10774_10891_R","26412","2","3834"
"10774_10891_R","26410","3","3834"
"10774_10891_R","26379","4","3834"
"10774_10891_R","26378","5","3834"
"10775_10775_R","25628","1","3834"
"10775_10775_R","26412","2","3834"
"10775_10775_R","26410","3","3834"
"10775_10775_R","26413","4","3834"
"10775_10775_R","26384","5","3834"
"10775_10775_R","26378","6","3834"
"10776_10770_R","7861","1","3834"
"10776_10770_R","26410","2","3834"
"10776_10770_R","26400","3","3834"
"10776_10770_R","26384","4","3834"
"10776_10770_R","26378","5","3834"
"10793_10830_R","8335","1","3834"
"10793_10830_R","11930","2","3834"
"10793_10830_R","26354","3","3834"
"10805_10807_R","8050","1","3834"
"10805_10807_R","17434","2","3834"
"10805_10807_R","16764","3","3834"
"10805_10807_R","17431","4","3834"
"10805_10807_R","8052","5","3834"
"10805_10807_R","25745","6","3834"
"10814_10814_R","9729","1","3834"
"10814_10814_R","26382","2","3834"
"10814_10814_R","26383","3","3834"
"10814_10814_R","26384","4","3834"
"10814_10814_R","26378","5","3834"
"10815_10859_R","7861","1","3834"
"10815_10859_R","26410","2","3834"
"10816_10762_R","7861","1","3834"
"10816_10762_R","26414","2","3834"
"10816_10762_R","26400","3","3834"
"10816_10762_R","26384","4","3834"
"10816_10762_R","26378","5","3834"
"10835_10756_R","9729","1","3834"
"10835_10756_R","26373","2","3834"
"10835_10756_R","26377","3","3834"
"10835_10756_R","26379","4","3834"
"10835_10756_R","26378","5","3834"
"10837_10837_R","25628","1","3834"
"10837_10837_R","26382","2","3834"
"10837_10837_R","26383","3","3834"
"10837_10837_R","26384","4","3834"
"10837_10837_R","26378","5","3834"
"10851_10802_R","8050","1","3834"
"10851_10802_R","23598","2","3834"
"10851_10802_R","23945","3","3834"
"10851_10802_R","23956","4","3834"
"10851_10802_R","16764","5","3834"
"10851_10802_R","13941","6","3834"
"10851_10802_R","8384","7","3834"
"10851_10802_R","8052","8","3834"
"10851_10802_R","26387","9","3834"
"10851_10802_R","23957","10","3834"
"10851_10802_R","25769","11","3834"
"10851_10802_R","23934","12","3834"
"10851_10802_R","23935","13","3834"
"10851_10802_R","25744","14","3834"
"10856_10742_R","8050","1","3834"
"10856_10742_R","22219","2","3834"
"10856_10742_R","23016","3","3834"
"10856_10742_R","24295","4","3834"
"10856_10742_R","16764","5","3834"
"10856_10742_R","23309","6","3834"
"10856_10742_R","8384","7","3834"
"10856_10742_R","8052","8","3834"
"10856_10742_R","24057","9","3834"
"10856_10742_R","22873","10","3834"
"10856_10742_R","25769","11","3834"
"10856_10742_R","23934","12","3834"
"10856_10742_R","23954","13","3834"
"10856_10742_R","23935","14","3834"
"10856_10742_R","23943","15","3834"
"10856_10742_R","25744","16","3834"
"10858_10858_R","9729","1","3834"
"10858_10858_R","26373","2","3834"
"10858_10858_R","26377","3","3834"
"10858_10858_R","26380","4","3834"
"10858_10858_R","26384","5","3834"
"10858_10858_R","26378","6","3834"
"10864_10863_R","8335","1","3834"
"10864_10863_R","11930","2","3834"
"10864_10863_R","26354","3","3834"
"10874_8877_R","8050","1","3834"
"10874_8877_R","24072","2","3834"
"10874_8877_R","16764","3","3834"
"10874_8877_R","23317","4","3834"
"10874_8877_R","8052","5","3834"
"10874_8877_R","25745","6","3834"
"10877_10836_R","9729","1","3834"
"10877_10836_R","26373","2","3834"
"10877_10836_R","26377","3","3834"
"10890_10890_R","7861","1","3834"
"10890_10890_R","26403","2","3834"
"10890_10890_R","26398","3","3834"
"10890_10890_R","26400","4","3834"
"10890_10890_R","26384","5","3834"
"10890_10890_R","26378","6","3834"
"10903_10910_R","7861","1","3834"
"10903_10910_R","26403","2","3834"
"10903_10910_R","26398","3","3834"
"10903_10910_R","26399","4","3834"
"10903_10910_R","26378","5","3834"
"10905_10853_R","8050","1","3834"
"10905_10853_R","23598","2","3834"
"10905_10853_R","23945","3","3834"
"10905_10853_R","23947","4","3834"
"10905_10853_R","16764","5","3834"
"10905_10853_R","13941","6","3834"
"10905_10853_R","8384","7","3834"
"10905_10853_R","8052","8","3834"
"10905_10853_R","26387","9","3834"
"10905_10853_R","16804","10","3834"
"10905_10853_R","23948","11","3834"
"10905_10853_R","25769","12","3834"
"10905_10853_R","23934","13","3834"
"10905_10853_R","23935","14","3834"
"10905_10853_R","25744","15","3834"
"10906_10743_R","8050","1","3834"
"10906_10743_R","23598","2","3834"
"10906_10743_R","23945","3","3834"
"10906_10743_R","23956","4","3834"
"10906_10743_R","16764","5","3834"
"10906_10743_R","23309","6","3834"
"10906_10743_R","8384","7","3834"
"10906_10743_R","8052","8","3834"
"10906_10743_R","26387","9","3834"
"10906_10743_R","23957","10","3834"
"10906_10743_R","25769","11","3834"
"10906_10743_R","23934","12","3834"
"10906_10743_R","23935","13","3834"
"10906_10743_R","25744","14","3834"
"10907_10901_R","8050","1","3834"
"10907_10901_R","23598","2","3834"
"10907_10901_R","23945","3","3834"
"10907_10901_R","23947","4","3834"
"10907_10901_R","16764","5","3834"
"10907_10901_R","23309","6","3834"
"10907_10901_R","8384","7","3834"
"10907_10901_R","8052","8","3834"
"10907_10901_R","26387","9","3834"
"10907_10901_R","16804","10","3834"
"10907_10901_R","23948","11","3834"
"10907_10901_R","25769","12","3834"
"10907_10901_R","23934","13","3834"
"10907_10901_R","23935","14","3834"
"10907_10901_R","25744","15","3834"
"10909_10860_R","7861","1","3834"
"10909_10860_R","25596","2","3834"
"10909_10860_R","26398","3","3834"
"10917_10917_R","23683","1","3834"
"10917_10917_R","24585","2","3834"
"10917_10917_R","11365","3","3834"
"10917_10917_R","23679","4","3834"
"10917_10917_R","26440","5","3834"
"10918_9209_R","19283","1","3834"
"10918_9209_R","19287","2","3834"
"10918_9209_R","11365","3","3834"
"10918_9209_R","19294","4","3834"
"10918_9209_R","19334","5","3834"
"10918_9209_R","19289","6","3834"
"10918_9209_R","24251","7","3834"
"10919_6137_R","9429","1","3834"
"10919_6137_R","9431","2","3834"
"10919_6137_R","9420","3","3834"
"10919_6137_R","18785","4","3834"
"10919_6137_R","7606","5","3834"
"10919_6137_R","7607","6","3834"
"10923_6182_R","9429","1","3834"
"10923_6182_R","9442","2","3834"
"10923_6182_R","9420","3","3834"
"10923_6182_R","18785","4","3834"
"10923_6182_R","7606","5","3834"
"10923_6182_R","7607","6","3834"
"10934_10968_R","14558","1","3834"
"10934_10968_R","26532","2","3834"
"10934_10968_R","25745","3","3834"
"10936_10935_R","14558","1","3834"
"10936_10935_R","18008","2","3834"
"10936_10935_R","23762","3","3834"
"10936_10935_R","18011","4","3834"
"10936_10935_R","26527","5","3834"
"10936_10935_R","18018","6","3834"
"10936_10935_R","23765","7","3834"
"10936_10935_R","25745","8","3834"
"10939_10939_R","23683","1","3834"
"10939_10939_R","24591","2","3834"
"10939_10939_R","10859","3","3834"
"10939_10939_R","23685","4","3834"
"10939_10939_R","8584","5","3834"
"10939_10939_R","26439","6","3834"
"10940_9243_R","19339","1","3834"
"10940_9243_R","11365","2","3834"
"10940_9243_R","19351","3","3834"
"10940_9243_R","19332","4","3834"
"10940_9243_R","19334","5","3834"
"10940_9243_R","19328","6","3834"
"10940_9243_R","24272","7","3834"
"10941_6148_R","9809","1","3834"
"10941_6148_R","9814","2","3834"
"10941_6148_R","7606","3","3834"
"10941_6148_R","7607","4","3834"
"10949_10970_R","14558","1","3834"
"10949_10970_R","18008","2","3834"
"10949_10970_R","23762","3","3834"
"10949_10970_R","18011","4","3834"
"10949_10970_R","26526","5","3834"
"10949_10970_R","18018","6","3834"
"10949_10970_R","23765","7","3834"
"10949_10970_R","18021","8","3834"
"10949_10970_R","23766","9","3834"
"10949_10970_R","7753","10","3834"
"10950_10988_R","20979","1","3834"
"10950_10988_R","26512","2","3834"
"10950_10988_R","26514","3","3834"
"10950_10988_R","26471","4","3834"
"10950_10988_R","26551","5","3834"
"10950_10988_R","26080","6","3834"
"10950_10988_R","26093","7","3834"
"10951_10985_R","20979","1","3834"
"10951_10985_R","26468","2","3834"
"10951_10985_R","26471","3","3834"
"10951_10985_R","26473","4","3834"
"10951_10985_R","26475","5","3834"
"10951_10985_R","26080","6","3834"
"10951_10985_R","26083","7","3834"
"10961_6174_R","9790","1","3834"
"10961_6174_R","9792","2","3834"
"10961_6174_R","9415","3","3834"
"10961_6174_R","9794","4","3834"
"10961_6174_R","9420","5","3834"
"10961_6174_R","7606","6","3834"
"10961_6174_R","7607","7","3834"
"10969_10967_R","14558","1","3834"
"10969_10967_R","26530","2","3834"
"10969_10967_R","25745","3","3834"
"10971_10971_R","20979","1","3834"
"10971_10971_R","26468","2","3834"
"10971_10971_R","26471","3","3834"
"10971_10971_R","26473","4","3834"
"10971_10971_R","26475","5","3834"
"10971_10971_R","26080","6","3834"
"10971_10971_R","26083","7","3834"
"10972_10972_R","23683","1","3834"
"10972_10972_R","11365","2","3834"
"10972_10972_R","23679","3","3834"
"10972_10972_R","26440","4","3834"
"10982_6204_R","9790","1","3834"
"10982_6204_R","9800","2","3834"
"10982_6204_R","9415","3","3834"
"10982_6204_R","9794","4","3834"
"10982_6204_R","9546","5","3834"
"10982_6204_R","18785","6","3834"
"10982_6204_R","7606","7","3834"
"10982_6204_R","7607","8","3834"
"10986_6193_R","9790","1","3834"
"10986_6193_R","9792","2","3834"
"10986_6193_R","9415","3","3834"
"10986_6193_R","9971","4","3834"
"10986_6193_R","9420","5","3834"
"10986_6193_R","7606","6","3834"
"10986_6193_R","7607","7","3834"
"10989_10989_R","20979","1","3834"
"10989_10989_R","26512","2","3834"
"10989_10989_R","26514","3","3834"
"10989_10989_R","26471","4","3834"
"10989_10989_R","26551","5","3834"
"10989_10989_R","26080","6","3834"
"10989_10989_R","26093","7","3834"
"10994_10995_R","17770","1","3834"
"10994_10995_R","8663","2","3834"
"11013_11013_R","21156","1","3834"
"11013_11013_R","26479","2","3834"
"11013_11013_R","26482","3","3834"
"11013_11013_R","26485","4","3834"
"11013_11013_R","26487","5","3834"
"11013_11013_R","26489","6","3834"
"11013_11013_R","26491","7","3834"
"11014_11057_R","9277","1","3834"
"11014_11057_R","9539","2","3834"
"11014_11057_R","8384","3","3834"
"11015_11015_R","17770","1","3834"
"11015_11015_R","26586","2","3834"
"11015_11015_R","26588","3","3834"
