pbs_code,prescribing_txt_id,pt_position,schedule_code
"14815R","7606","2","3834"
"14815R","7607","3","3834"
"14815R","7608","4","3834"
"14816T","25796","1","3834"
"14816T","7606","2","3834"
"14816T","7607","3","3834"
"14816T","7608","4","3834"
"14817W","33229","1","3834"
"14817W","29786","2","3834"
"14817W","26357","3","3834"
"14817W","7607","4","3834"
"14817W","7608","5","3834"
"14819Y","31402","1","3834"
"14819Y","7606","2","3834"
"14819Y","7607","3","3834"
"14819Y","7608","4","3834"
"1481Y","30624","1","3834"
"1481Y","28500","2","3834"
"14821C","25796","1","3834"
"14821C","7606","2","3834"
"14821C","7607","3","3834"
"14821C","7608","4","3834"
"14822D","25796","1","3834"
"14822D","7606","2","3834"
"14822D","7607","3","3834"
"14822D","7608","4","3834"
"14823E","25796","1","3834"
"14823E","7606","2","3834"
"14823E","7607","3","3834"
"14823E","7608","4","3834"
"14824F","33521","1","3834"
"14824F","7606","2","3834"
"14824F","7607","3","3834"
"14825G","25796","1","3834"
"14825G","27741","2","3834"
"14826H","31402","1","3834"
"14826H","25796","2","3834"
"14826H","7606","3","3834"
"14826H","7607","4","3834"
"14826H","7608","5","3834"
"14827J","31402","1","3834"
"14827J","7606","2","3834"
"14827J","7607","3","3834"
"14827J","7608","4","3834"
"14828K","11011","1","3834"
"14828K","28500","2","3834"
"14828K","7606","3","3834"
"14828K","7607","4","3834"
"14829L","28755","1","3834"
"14829L","7606","2","3834"
"14829L","7607","3","3834"
"14829L","7608","4","3834"
"1482B","30624","1","3834"
"1482B","28500","2","3834"
"14830M","25796","1","3834"
"14830M","7606","2","3834"
"14830M","7607","3","3834"
"14830M","7608","4","3834"
"14831N","25796","1","3834"
"14831N","7606","2","3834"
"14831N","7607","3","3834"
"14831N","7608","4","3834"
"14832P","33369","1","3834"
"14832P","33370","2","3834"
"14832P","7606","3","3834"
"14832P","7607","4","3834"
"14833Q","33272","1","3834"
"14833Q","25796","2","3834"
"14833Q","7606","3","3834"
"14833Q","7607","4","3834"
"14833Q","7608","5","3834"
"14834R","33487","1","3834"
"14835T","25796","1","3834"
"14835T","7606","2","3834"
"14835T","7607","3","3834"
"14835T","7608","4","3834"
"14836W","25796","1","3834"
"14836W","7606","2","3834"
"14836W","7607","3","3834"
"14836W","7608","4","3834"
"14837X","25796","1","3834"
"14837X","7606","2","3834"
"14837X","7607","3","3834"
"14837X","7608","4","3834"
"14838Y","12230","1","3834"
"14838Y","7606","2","3834"
"14838Y","7607","3","3834"
"14840C","12230","1","3834"
"14840C","7606","2","3834"
"14840C","7607","3","3834"
"14843F","12230","1","3834"
"14843F","7606","2","3834"
"14843F","7607","3","3834"
"14844G","33767","1","3834"
"14844G","7608","2","3834"
"14846J","33767","1","3834"
"14846J","7608","2","3834"
"14847K","12230","1","3834"
"14847K","7606","2","3834"
"14847K","7607","3","3834"
"14848L","12230","1","3834"
"14848L","7606","2","3834"
"14848L","7607","3","3834"
"14850N","12230","1","3834"
"14850N","7606","2","3834"
"14850N","7607","3","3834"
"14851P","22202","1","3834"
"14851P","29102","2","3834"
"14851P","27801","3","3834"
"14851P","31802","4","3834"
"14851P","25796","5","3834"
"14851P","7606","6","3834"
"14851P","7607","7","3834"
"14851P","7608","8","3834"
"14852Q","27706","1","3834"
"14852Q","28912","2","3834"
"14852Q","7606","3","3834"
"14852Q","7607","4","3834"
"14853R","33698","1","3834"
"14853R","33025","2","3834"
"14853R","29646","3","3834"
"14853R","13099","4","3834"
"14853R","25796","5","3834"
"14853R","7606","6","3834"
"14853R","7607","7","3834"
"14854T","33699","1","3834"
"14855W","21501","1","3834"
"14855W","7607","2","3834"
"14855W","7608","3","3834"
"14856X","7606","1","3834"
"14856X","7607","2","3834"
"14856X","7608","3","3834"
"14857Y","33698","1","3834"
"14857Y","33025","2","3834"
"14857Y","29646","3","3834"
"14857Y","13099","4","3834"
"14857Y","25796","5","3834"
"14857Y","7606","6","3834"
"14857Y","7607","7","3834"
"14858B","33698","1","3834"
"14858B","33025","2","3834"
"14858B","29646","3","3834"
"14858B","13099","4","3834"
"14858B","25796","5","3834"
"14858B","7607","6","3834"
"14859C","21501","1","3834"
"14859C","7608","2","3834"
"14860D","21501","1","3834"
"14860D","7608","2","3834"
"14861E","33698","1","3834"
"14861E","33025","2","3834"
"14861E","29646","3","3834"
"14861E","13099","4","3834"
"14861E","25796","5","3834"
"14861E","7606","6","3834"
"14861E","7607","7","3834"
"14862F","33698","1","3834"
"14862F","33025","2","3834"
"14862F","29646","3","3834"
"14862F","13099","4","3834"
"14862F","25796","5","3834"
"14862F","7607","6","3834"
"14863G","22202","1","3834"
"14863G","29102","2","3834"
"14863G","27801","3","3834"
"14863G","31802","4","3834"
"14863G","25796","5","3834"
"14863G","7606","6","3834"
"14863G","7607","7","3834"
"14863G","7608","8","3834"
"14864H","28496","1","3834"
"14864H","33229","2","3834"
"14864H","29786","3","3834"
"14864H","26357","4","3834"
"14864H","7607","5","3834"
"14864H","7608","6","3834"
"14865J","7606","1","3834"
"14865J","7607","2","3834"
"14865J","7608","3","3834"
"14866K","7606","1","3834"
"14866K","7607","2","3834"
"14866K","7608","3","3834"
"14867L","33699","1","3834"
"14868M","33341","1","3834"
"14868M","7606","2","3834"
"14868M","7607","3","3834"
"14868M","7608","4","3834"
"1486F","16638","1","3834"
"14871Q","33698","1","3834"
"14871Q","33025","2","3834"
"14871Q","29646","3","3834"
"14871Q","13099","4","3834"
"14871Q","25796","5","3834"
"14871Q","7606","6","3834"
"14871Q","7607","7","3834"
"14872R","21501","1","3834"
"14872R","7607","2","3834"
"14872R","7608","3","3834"
"14873T","28755","1","3834"
"14873T","33229","2","3834"
"14873T","29786","3","3834"
"14873T","26357","4","3834"
"14873T","7607","5","3834"
"14873T","7608","6","3834"
"14874W","33698","1","3834"
"14874W","33025","2","3834"
"14874W","29646","3","3834"
"14874W","13099","4","3834"
"14874W","25796","5","3834"
"14874W","7606","6","3834"
"14874W","7607","7","3834"
"14875X","33728","1","3834"
"14876Y","7608","1","3834"
"14877B","32663","1","3834"
"14877B","28496","2","3834"
"14877B","7606","3","3834"
"14877B","7607","4","3834"
"14878C","33974","1","3834"
"14878C","28496","2","3834"
"14878C","7607","3","3834"
"14879D","33974","1","3834"
"14879D","33164","2","3834"
"14879D","29791","3","3834"
"14879D","31211","4","3834"
"14879D","7607","5","3834"
"14880E","28584","1","3834"
"14880E","7606","2","3834"
"14880E","7607","3","3834"
"14880E","7608","4","3834"
"14881F","32006","1","3834"
"14881F","28584","2","3834"
"14881F","7607","3","3834"
"14881F","7608","4","3834"
"14882G","33867","1","3834"
"14882G","33773","2","3834"
"14882G","13975","3","3834"
"14882G","27030","4","3834"
"14882G","28496","5","3834"
"14882G","7607","6","3834"
"14883H","32169","1","3834"
"14883H","33847","2","3834"
"14883H","28500","3","3834"
"14884J","32169","1","3834"
"14884J","19891","2","3834"
"14884J","33164","3","3834"
"14884J","29791","4","3834"
"14884J","33847","5","3834"
"14884J","28584","6","3834"
"14885K","32169","1","3834"
"14885K","19891","2","3834"
"14885K","28584","3","3834"
"14886L","7608","1","3834"
"14887M","7608","1","3834"
"14888N","7608","1","3834"
"14889P","21501","1","3834"
"14889P","7607","2","3834"
"14889P","7608","3","3834"
"14890Q","33974","1","3834"
"14890Q","28500","2","3834"
"14890Q","7607","3","3834"
"14891R","33974","1","3834"
"14891R","27898","2","3834"
"14891R","33720","3","3834"
"14891R","7607","4","3834"
"14892T","31110","1","3834"
"14892T","33164","2","3834"
"14892T","29791","3","3834"
"14892T","7607","4","3834"
"14893W","31110","1","3834"
"14893W","7607","2","3834"
"14894X","28500","1","3834"
"14894X","7606","2","3834"
"14894X","7607","3","3834"
"14894X","7608","4","3834"
"14895Y","28584","1","3834"
"14896B","7608","1","3834"
"14897C","33974","1","3834"
"14897C","33164","2","3834"
"14897C","29791","3","3834"
"14897C","31211","4","3834"
"14897C","7607","5","3834"
"14898D","31329","1","3834"
"14898D","33164","2","3834"
"14898D","29791","3","3834"
"14899E","31110","1","3834"
"14899E","7607","2","3834"
"14900F","28500","1","3834"
"14900F","7606","2","3834"
"14900F","7607","3","3834"
"14900F","7608","4","3834"
"14901G","28584","1","3834"
"14901G","7607","2","3834"
"14901G","7608","3","3834"
"14902H","32006","1","3834"
"14902H","28584","2","3834"
"14902H","7607","3","3834"
"14902H","7608","4","3834"
"14903J","33164","1","3834"
"14903J","29791","2","3834"
"14903J","33847","3","3834"
"14903J","28584","4","3834"
"14904K","32169","1","3834"
"14904K","19891","2","3834"
"14904K","33164","3","3834"
"14904K","29791","4","3834"
"14904K","33846","5","3834"
"14904K","28584","6","3834"
"14905L","32169","1","3834"
"14905L","33846","2","3834"
"14905L","28500","3","3834"
"14906M","32169","1","3834"
"14906M","19891","2","3834"
"14906M","27030","3","3834"
"14906M","28500","4","3834"
"14907N","31407","1","3834"
"14907N","28496","2","3834"
"14907N","7606","3","3834"
"14908P","32663","1","3834"
"14908P","7606","2","3834"
"14908P","7607","3","3834"
"14909Q","31329","1","3834"
"14909Q","28496","2","3834"
"14910R","28584","1","3834"
"14910R","7606","2","3834"
"14910R","7607","3","3834"
"14910R","7608","4","3834"
"14911T","18515","1","3834"
"14911T","17712","2","3834"
"14911T","28496","3","3834"
"14912W","32169","1","3834"
"14912W","28500","2","3834"
"14913X","18515","1","3834"
"14913X","17712","2","3834"
"14913X","28500","3","3834"
"14914Y","7608","1","3834"
"14915B","7608","1","3834"
"14916C","32663","1","3834"
"14916C","33164","2","3834"
"14916C","29791","3","3834"
"14916C","7606","4","3834"
"14916C","7607","5","3834"
"14917D","31110","1","3834"
"14917D","28496","2","3834"
"14917D","7607","3","3834"
"14918E","29247","1","3834"
"14918E","28496","2","3834"
"14918E","7606","3","3834"
"14918E","21169","4","3834"
"14919F","32169","1","3834"
"14919F","19891","2","3834"
"14919F","28496","3","3834"
"14920G","33867","1","3834"
"14920G","33773","2","3834"
"14920G","13975","3","3834"
"14920G","27030","4","3834"
"14920G","28496","5","3834"
"14920G","7607","6","3834"
"14921H","32169","1","3834"
"14921H","19891","2","3834"
"14921H","27030","3","3834"
"14921H","33846","4","3834"
"14921H","28500","5","3834"
"14922J","32169","1","3834"
"14922J","19891","2","3834"
"14922J","27030","3","3834"
"14922J","33847","4","3834"
"14922J","28500","5","3834"
"14923K","32169","1","3834"
"14923K","19891","2","3834"
"14923K","33164","3","3834"
"14923K","29791","4","3834"
"14923K","33847","5","3834"
"14923K","28584","6","3834"
"14924L","7608","1","3834"
"14925M","21501","1","3834"
"14925M","7607","2","3834"
"14925M","7608","3","3834"
"14926N","31329","1","3834"
"14926N","28496","2","3834"
"14927P","32169","1","3834"
"14927P","19891","2","3834"
"14927P","28496","3","3834"
"14928Q","32169","1","3834"
"14928Q","19891","2","3834"
"14928Q","27030","3","3834"
"14928Q","33847","4","3834"
"14928Q","28500","5","3834"
"14929R","32169","1","3834"
"14929R","33847","2","3834"
"14929R","28500","3","3834"
"14930T","18515","1","3834"
"14930T","17712","2","3834"
"14930T","28500","3","3834"
"14932X","21501","1","3834"
"14932X","7607","2","3834"
"14932X","7608","3","3834"
"14933Y","33974","1","3834"
"14933Y","28496","2","3834"
"14933Y","7607","3","3834"
"14934B","31329","1","3834"
"14934B","33164","2","3834"
"14934B","29791","3","3834"
"14935C","31110","1","3834"
"14935C","33164","2","3834"
"14935C","29791","3","3834"
"14935C","7607","4","3834"
"14936D","28584","1","3834"
"14936D","7607","2","3834"
"14936D","7608","3","3834"
"14937E","18515","1","3834"
"14937E","17712","2","3834"
"14937E","33847","3","3834"
"14937E","28500","4","3834"
"14938F","18515","1","3834"
"14938F","17712","2","3834"
"14938F","33847","3","3834"
"14938F","28500","4","3834"
"14939G","32169","1","3834"
"14939G","33846","2","3834"
"14939G","28500","3","3834"
"14940H","28584","1","3834"
"14941J","33772","1","3834"
"14942K","21501","1","3834"
"14942K","7607","2","3834"
"14942K","7608","3","3834"
"14943L","33974","1","3834"
"14943L","27898","2","3834"
"14943L","33720","3","3834"
"14943L","7607","4","3834"
"14944M","31110","1","3834"
"14944M","28496","2","3834"
"14944M","7607","3","3834"
"14945N","33164","1","3834"
"14945N","29791","2","3834"
"14945N","33847","3","3834"
"14945N","28584","4","3834"
"14946P","18515","1","3834"
"14946P","17712","2","3834"
"14946P","28496","3","3834"
"14947Q","32169","1","3834"
"14947Q","19891","2","3834"
"14947Q","28496","3","3834"
"14948R","32169","1","3834"
"14948R","19891","2","3834"
"14948R","28496","3","3834"
"14949T","32169","1","3834"
"14949T","19891","2","3834"
"14949T","33164","3","3834"
"14949T","29791","4","3834"
"14949T","33846","5","3834"
"14949T","28584","6","3834"
"14950W","32169","1","3834"
"14950W","19891","2","3834"
"14950W","27030","3","3834"
"14950W","33846","4","3834"
"14950W","28500","5","3834"
"14951X","32169","1","3834"
"14951X","19891","2","3834"
"14951X","27030","3","3834"
"14951X","28500","4","3834"
"14952Y","32169","1","3834"
"14952Y","28500","2","3834"
"14953B","32169","1","3834"
"14953B","19891","2","3834"
"14953B","28584","3","3834"
"14954C","33771","1","3834"
"14955D","32663","1","3834"
"14955D","7606","2","3834"
"14955D","7607","3","3834"
"14955D","7608","4","3834"
"14956E","32678","1","3834"
"14956E","7608","2","3834"
"14957F","32678","1","3834"
"14957F","7608","2","3834"
"14958G","33974","1","3834"
"14958G","27049","2","3834"
"14958G","28496","3","3834"
"14958G","7606","4","3834"
"14958G","7607","5","3834"
"14959H","33773","1","3834"
"14959H","34061","2","3834"
"14959H","26994","3","3834"
"14959H","33786","4","3834"
"14959H","27030","5","3834"
"14959H","28584","6","3834"
"14959H","7607","7","3834"
"14959H","7608","8","3834"
"14960J","33773","1","3834"
"14960J","33680","2","3834"
"14960J","26994","3","3834"
"14960J","33786","4","3834"
"14960J","27030","5","3834"
"14960J","28584","6","3834"
"14960J","7607","7","3834"
"14960J","7608","8","3834"
"14961K","33773","1","3834"
"14961K","34061","2","3834"
"14961K","28500","3","3834"
"14961K","7608","4","3834"
"14962L","33773","1","3834"
"14962L","34061","2","3834"
"14962L","26994","3","3834"
"14962L","33786","4","3834"
"14962L","27030","5","3834"
"14962L","28584","6","3834"
"14962L","7607","7","3834"
"14962L","7608","8","3834"
"14963M","33773","1","3834"
"14963M","33680","2","3834"
"14963M","28500","3","3834"
"14963M","7608","4","3834"
"14964N","33773","1","3834"
"14964N","33680","2","3834"
"14964N","26994","3","3834"
"14964N","33786","4","3834"
"14964N","27030","5","3834"
"14964N","28584","6","3834"
"14964N","7607","7","3834"
"14964N","7608","8","3834"
"14965P","33773","1","3834"
"14965P","33680","2","3834"
"14965P","26994","3","3834"
"14965P","33786","4","3834"
"14965P","27030","5","3834"
"14965P","28584","6","3834"
"14965P","7607","7","3834"
"14965P","7608","8","3834"
"14966Q","7607","1","3834"
"14966Q","7608","2","3834"
"14967R","7607","1","3834"
"14967R","7608","2","3834"
"14968T","7607","1","3834"
"14968T","7608","2","3834"
"14969W","7606","1","3834"
"14969W","7607","2","3834"
"14969W","34062","3","3834"
"14970X","33644","1","3834"
"14970X","28584","2","3834"
"14970X","7607","3","3834"
"14970X","7608","4","3834"
"14971Y","31110","1","3834"
"14971Y","7606","2","3834"
"14971Y","7607","3","3834"
"14971Y","7608","4","3834"
"14972B","31110","1","3834"
"14972B","7606","2","3834"
"14972B","7607","3","3834"
"14972B","7608","4","3834"
"14973C","33974","1","3834"
"14973C","27048","2","3834"
"14973C","33720","3","3834"
"14973C","7606","4","3834"
"14973C","7607","5","3834"
"14974D","33974","1","3834"
"14974D","27047","2","3834"
"14974D","27134","3","3834"
"14974D","33720","4","3834"
"14974D","7606","5","3834"
"14974D","7607","6","3834"
"14975E","33974","1","3834"
"14975E","33164","2","3834"
"14975E","29791","3","3834"
"14975E","27047","4","3834"
"14975E","27134","5","3834"
"14975E","7606","6","3834"
"14975E","7607","7","3834"
"14976F","33974","1","3834"
"14976F","33164","2","3834"
"14976F","29791","3","3834"
"14976F","27047","4","3834"
"14976F","27134","5","3834"
"14976F","7606","6","3834"
"14976F","7607","7","3834"
"14977G","33773","1","3834"
"14977G","34061","2","3834"
"14977G","28500","3","3834"
"14977G","7608","4","3834"
"14978H","33773","1","3834"
"14978H","33680","2","3834"
"14978H","28500","3","3834"
"14978H","7608","4","3834"
"14979J","33680","1","3834"
"14979J","26912","2","3834"
"14979J","26913","3","3834"
"14979J","25796","4","3834"
"14979J","7606","5","3834"
"14979J","7607","6","3834"
"14979J","7608","7","3834"
"14980K","7607","1","3834"
"14980K","7608","2","3834"
"14981L","7607","1","3834"
"14981L","7608","2","3834"
"14982M","7607","1","3834"
"14982M","7608","2","3834"
"14983N","28500","1","3834"
"14983N","7607","2","3834"
"14983N","7608","3","3834"
"14984P","33974","1","3834"
"14984P","27047","2","3834"
"14984P","27134","3","3834"
"14984P","28496","4","3834"
"14984P","7606","5","3834"
"14984P","7607","6","3834"
"14985Q","33974","1","3834"
"14985Q","33164","2","3834"
"14985Q","29791","3","3834"
"14985Q","27048","4","3834"
"14985Q","7606","5","3834"
"14985Q","7607","6","3834"
"14986R","33773","1","3834"
"14986R","33680","2","3834"
"14986R","26994","3","3834"
"14986R","27030","4","3834"
"14986R","28584","5","3834"
"14986R","7607","6","3834"
"14986R","7608","7","3834"
"14987T","33773","1","3834"
"14987T","34061","2","3834"
"14987T","28500","3","3834"
"14987T","7608","4","3834"
"14988W","33773","1","3834"
"14988W","33680","2","3834"
"14988W","26994","3","3834"
"14988W","27030","4","3834"
"14988W","28584","5","3834"
"14988W","7607","6","3834"
"14988W","7608","7","3834"
"14989X","7607","1","3834"
"14989X","7608","2","3834"
"14990Y","7606","1","3834"
"14990Y","7607","2","3834"
"14990Y","7608","3","3834"
"14991B","7606","1","3834"
"14991B","7607","2","3834"
"14991B","7608","3","3834"
"14992C","33828","1","3834"
"14993D","33828","1","3834"
"14994E","7606","1","3834"
"14994E","7607","2","3834"
"14994E","34064","3","3834"
"14995F","27279","1","3834"
"14995F","27047","2","3834"
"14995F","27134","3","3834"
"14995F","7607","4","3834"
"14996G","29247","1","3834"
"14996G","27391","2","3834"
"14996G","27047","3","3834"
"14996G","27134","4","3834"
"14996G","7607","5","3834"
"14997H","33974","1","3834"
"14997H","27047","2","3834"
"14997H","27134","3","3834"
"14997H","33720","4","3834"
"14997H","7606","5","3834"
"14997H","7607","6","3834"
"14998J","33974","1","3834"
"14998J","27047","2","3834"
"14998J","27134","3","3834"
"14998J","33720","4","3834"
"14998J","7606","5","3834"
"14998J","7607","6","3834"
"14999K","33773","1","3834"
"14999K","34061","2","3834"
"14999K","26994","3","3834"
"14999K","33786","4","3834"
"14999K","27030","5","3834"
"14999K","28584","6","3834"
"14999K","7607","7","3834"
"14999K","7608","8","3834"
"15000L","33773","1","3834"
"15000L","33680","2","3834"
"15000L","28500","3","3834"
"15000L","7608","4","3834"
"15001M","10333","1","3834"
"15002N","7606","1","3834"
"15002N","7607","2","3834"
"15002N","7608","3","3834"
"15003P","33842","1","3834"
"15003P","33040","2","3834"
"15003P","29646","3","3834"
"15003P","13099","4","3834"
"15003P","25796","5","3834"
"15003P","7606","6","3834"
"15003P","7607","7","3834"
"15004Q","33644","1","3834"
"15004Q","28584","2","3834"
"15004Q","7607","3","3834"
"15004Q","7608","4","3834"
"15005R","33974","1","3834"
"15005R","27047","2","3834"
"15005R","27134","3","3834"
"15005R","28496","4","3834"
"15005R","7606","5","3834"
"15005R","7607","6","3834"
"15006T","33974","1","3834"
"15006T","27048","2","3834"
"15006T","28496","3","3834"
"15006T","7606","4","3834"
"15006T","7607","5","3834"
"15007W","33974","1","3834"
"15007W","27049","2","3834"
"15007W","28496","3","3834"
"15007W","7606","4","3834"
"15007W","7607","5","3834"
"15008X","33974","1","3834"
"15008X","27049","2","3834"
"15008X","33720","3","3834"
"15008X","7606","4","3834"
"15008X","7607","5","3834"
"15009Y","33974","1","3834"
"15009Y","27049","2","3834"
"15009Y","33720","3","3834"
"15009Y","7606","4","3834"
"15009Y","7607","5","3834"
"15010B","33974","1","3834"
"15010B","33164","2","3834"
"15010B","29791","3","3834"
"15010B","27049","4","3834"
"15010B","7606","5","3834"
"15010B","7607","6","3834"
"15011C","33773","1","3834"
"15011C","34061","2","3834"
"15011C","26994","3","3834"
"15011C","27030","4","3834"
"15011C","28584","5","3834"
"15011C","7607","6","3834"
"15011C","7608","7","3834"
"15012D","33773","1","3834"
"15012D","34061","2","3834"
"15012D","26994","3","3834"
"15012D","27030","4","3834"
"15012D","28584","5","3834"
"15012D","7607","6","3834"
"15012D","7608","7","3834"
"15014F","7606","1","3834"
"15014F","7607","2","3834"
"15014F","7608","3","3834"
"15015G","33828","1","3834"
"15016H","34361","1","3834"
"15016H","33040","2","3834"
"15016H","29646","3","3834"
"15016H","13099","4","3834"
"15016H","25796","5","3834"
"15016H","7606","6","3834"
"15016H","7607","7","3834"
"15017J","7606","1","3834"
"15017J","7607","2","3834"
"15017J","34064","3","3834"
"15018K","32663","1","3834"
"15018K","7606","2","3834"
"15018K","7607","3","3834"
"15018K","7608","4","3834"
"15019L","33974","1","3834"
"15019L","27048","2","3834"
"15019L","33720","3","3834"
"15019L","7606","4","3834"
"15019L","7607","5","3834"
"15020M","33974","1","3834"
"15020M","33164","2","3834"
"15020M","29791","3","3834"
"15020M","27049","4","3834"
"15020M","7606","5","3834"
"15020M","7607","6","3834"
"15021N","33773","1","3834"
"15021N","34061","2","3834"
"15021N","26994","3","3834"
"15021N","27030","4","3834"
"15021N","28584","5","3834"
"15021N","7607","6","3834"
"15021N","7608","7","3834"
"15022P","33773","1","3834"
"15022P","33680","2","3834"
"15022P","26994","3","3834"
"15022P","27030","4","3834"
"15022P","28584","5","3834"
"15022P","7607","6","3834"
"15022P","7608","7","3834"
"15023Q","7607","1","3834"
"15023Q","7608","2","3834"
"15024R","33830","1","3834"
"15025T","33828","1","3834"
"15026W","34360","1","3834"
"15026W","33040","2","3834"
"15026W","29646","3","3834"
"15026W","13099","4","3834"
"15026W","25796","5","3834"
"15026W","7606","6","3834"
"15026W","7607","7","3834"
"15027X","32663","1","3834"
"15027X","7606","2","3834"
"15027X","7607","3","3834"
"15027X","7608","4","3834"
"15028Y","31110","1","3834"
"15028Y","7606","2","3834"
"15028Y","7607","3","3834"
"15028Y","7608","4","3834"
"15029B","32678","1","3834"
"15029B","7608","2","3834"
"15030C","33644","1","3834"
"15030C","28584","2","3834"
"15030C","7607","3","3834"
"15030C","7608","4","3834"
"15031D","33974","1","3834"
"15031D","33164","2","3834"
"15031D","29791","3","3834"
"15031D","27048","4","3834"
"15031D","7606","5","3834"
"15031D","7607","6","3834"
"15032E","33773","1","3834"
"15032E","33680","2","3834"
"15032E","26994","3","3834"
"15032E","33786","4","3834"
"15032E","27030","5","3834"
"15032E","28584","6","3834"
"15032E","7607","7","3834"
"15032E","7608","8","3834"
"15033F","33773","1","3834"
"15033F","33680","2","3834"
"15033F","26994","3","3834"
"15033F","27030","4","3834"
"15033F","28584","5","3834"
"15033F","7607","6","3834"
"15033F","7608","7","3834"
"15034G","33773","1","3834"
"15034G","34061","2","3834"
"15034G","28500","3","3834"
"15034G","7608","4","3834"
"15035H","34061","1","3834"
"15035H","26912","2","3834"
"15035H","26913","3","3834"
"15035H","25796","4","3834"
"15035H","7606","5","3834"
"15035H","7607","6","3834"
"15035H","7608","7","3834"
"15036J","33828","1","3834"
"15037K","7606","1","3834"
"15037K","7607","2","3834"
"15037K","34062","3","3834"
"15038L","33974","1","3834"
"15038L","27048","2","3834"
"15038L","28496","3","3834"
"15038L","7606","4","3834"
"15038L","7607","5","3834"
"15039M","33974","1","3834"
"15039M","27047","2","3834"
"15039M","27134","3","3834"
"15039M","28496","4","3834"
"15039M","7606","5","3834"
"15039M","7607","6","3834"
"15040N","33974","1","3834"
"15040N","33164","2","3834"
"15040N","29791","3","3834"
"15040N","27047","4","3834"
"15040N","27134","5","3834"
"15040N","7606","6","3834"
"15040N","7607","7","3834"
"15041P","33773","1","3834"
"15041P","34061","2","3834"
"15041P","26994","3","3834"
"15041P","33786","4","3834"
"15041P","27030","5","3834"
"15041P","28584","6","3834"
"15041P","7607","7","3834"
"15041P","7608","8","3834"
"15042Q","33773","1","3834"
"15042Q","33680","2","3834"
"15042Q","28500","3","3834"
"15042Q","7608","4","3834"
"15043R","33773","1","3834"
"15043R","34061","2","3834"
"15043R","26994","3","3834"
"15043R","27030","4","3834"
"15043R","28584","5","3834"
"15043R","7607","6","3834"
"15043R","7608","7","3834"
"15044T","33830","1","3834"
"15045W","33828","1","3834"
"15046X","34366","1","3834"
"15046X","33040","2","3834"
"15046X","29646","3","3834"
"15046X","13099","4","3834"
"15046X","25796","5","3834"
"15046X","7606","6","3834"
"15046X","7607","7","3834"
"15047Y","8559","1","3834"
"15048B","32592","1","3834"
"15049C","33959","1","3834"
"15049C","25796","2","3834"
"15049C","7606","3","3834"
"15049C","7607","4","3834"
"15049C","7608","5","3834"
"1504E","8559","1","3834"
"15050D","27706","1","3834"
"15050D","28912","2","3834"
"15050D","7606","3","3834"
"15050D","7607","4","3834"
"15051E","7606","1","3834"
"15051E","7607","2","3834"
"15051E","7608","3","3834"
"15052F","33975","1","3834"
"15052F","7606","2","3834"
"15052F","7607","3","3834"
"15052F","7608","4","3834"
"15053G","34245","1","3834"
"15053G","24133","2","3834"
"15055J","7606","1","3834"
"15055J","7607","2","3834"
"15055J","7608","3","3834"
"15056K","7606","1","3834"
"15056K","7607","2","3834"
"15056K","7608","3","3834"
"15057L","7606","1","3834"
"15057L","7607","2","3834"
"15057L","7608","3","3834"
"15058M","34245","1","3834"
"15059N","33959","1","3834"
"15059N","25796","2","3834"
"15059N","7606","3","3834"
"15059N","7607","4","3834"
"15059N","7608","5","3834"
"1505F","8559","1","3834"
"15060P","33975","1","3834"
"15060P","7606","2","3834"
"15060P","7607","3","3834"
"15060P","7608","4","3834"
"15061Q","8559","1","3834"
"15062R","32592","1","3834"
"15063T","34245","1","3834"
"15064W","29959","1","3834"
"15064W","29960","2","3834"
"15064W","28584","3","3834"
"15064W","7606","4","3834"
"15064W","7607","5","3834"
"15064W","7608","6","3834"
"15065X","28500","1","3834"
"15065X","7607","2","3834"
"15065X","7608","3","3834"
"15066Y","28500","1","3834"
"15066Y","7607","2","3834"
"15066Y","7608","3","3834"
"15067B","19967","1","3834"
"15067B","33337","2","3834"
"15067B","28500","3","3834"
"15068C","21501","1","3834"
"15068C","7607","2","3834"
"15068C","7608","3","3834"
"15069D","34402","1","3834"
"15070E","34366","1","3834"
"15070E","33040","2","3834"
"15070E","29646","3","3834"
"15070E","13099","4","3834"
"15070E","25796","5","3834"
"15070E","7606","6","3834"
"15070E","7607","7","3834"
"15071F","28500","1","3834"
"15071F","7606","2","3834"
"15071F","7607","3","3834"
"15071F","7608","4","3834"
"15072G","28500","1","3834"
"15072G","7607","2","3834"
"15072G","7608","3","3834"
"15073H","19967","1","3834"
"15073H","33337","2","3834"
"15073H","28500","3","3834"
"15075K","34402","1","3834"
"15076L","34402","1","3834"
"15077M","28500","1","3834"
"15077M","7607","2","3834"
"15077M","7608","3","3834"
"15078N","19967","1","3834"
"15078N","33337","2","3834"
"15078N","28500","3","3834"
"15079P","19967","1","3834"
"15079P","33337","2","3834"
"15079P","28500","3","3834"
"15080Q","28500","1","3834"
"15080Q","7606","2","3834"
"15080Q","7607","3","3834"
"15080Q","7608","4","3834"
"15081R","34402","1","3834"
"15082T","28500","1","3834"
"15082T","7606","2","3834"
"15082T","7607","3","3834"
"15082T","7608","4","3834"
"15083W","28500","1","3834"
"15083W","7606","2","3834"
"15083W","7607","3","3834"
"15083W","7608","4","3834"
"15084X","27499","1","3834"
"15084X","33884","2","3834"
"15084X","25796","3","3834"
