pbs_code,prescribing_txt_id,pt_position,schedule_code
"12153P","26357","4","3834"
"12153P","7607","5","3834"
"12153P","7608","6","3834"
"12154Q","26476","1","3834"
"12154Q","26477","2","3834"
"12155R","21501","1","3834"
"12155R","7607","2","3834"
"12155R","7608","3","3834"
"12156T","26476","1","3834"
"12156T","26477","2","3834"
"12157W","29271","1","3834"
"12157W","31279","2","3834"
"12157W","25796","3","3834"
"12157W","7608","4","3834"
"12158X","7606","1","3834"
"12158X","7607","2","3834"
"12158X","7608","3","3834"
"12159Y","21501","1","3834"
"12159Y","26443","2","3834"
"12159Y","7608","3","3834"
"1215Y","8211","1","3834"
"1215Y","25574","2","3834"
"12161C","25796","1","3834"
"12161C","7608","2","3834"
"12162D","26476","1","3834"
"12162D","26477","2","3834"
"12167J","26437","1","3834"
"12167J","14458","2","3834"
"12167J","21501","3","3834"
"12167J","7607","4","3834"
"12167J","7608","5","3834"
"12168K","21501","1","3834"
"12168K","7607","2","3834"
"12168K","7608","3","3834"
"12169L","25796","1","3834"
"12169L","7608","2","3834"
"12170M","29271","1","3834"
"12170M","31279","2","3834"
"12170M","25796","3","3834"
"12170M","7608","4","3834"
"12171N","26437","1","3834"
"12171N","14458","2","3834"
"12171N","21501","3","3834"
"12171N","7607","4","3834"
"12171N","7608","5","3834"
"12172P","7606","1","3834"
"12172P","7607","2","3834"
"12172P","7608","3","3834"
"12173Q","26476","1","3834"
"12173Q","26477","2","3834"
"12174R","21501","1","3834"
"12174R","26443","2","3834"
"12174R","7608","3","3834"
"12176W","28786","1","3834"
"12176W","28584","2","3834"
"12176W","7606","3","3834"
"12176W","7607","4","3834"
"12176W","7608","5","3834"
"12177X","28786","1","3834"
"12177X","28584","2","3834"
"12177X","7606","3","3834"
"12177X","7607","4","3834"
"12177X","7608","5","3834"
"12178Y","15277","1","3834"
"12178Y","9086","2","3834"
"12179B","26572","1","3834"
"12180C","11011","1","3834"
"12180C","7606","2","3834"
"12180C","7607","3","3834"
"12183F","22301","1","3834"
"12183F","10615","2","3834"
"12183F","22302","3","3834"
"12183F","21822","4","3834"
"12183F","21825","5","3834"
"12183F","26584","6","3834"
"12186J","11011","1","3834"
"12186J","7606","2","3834"
"12186J","7607","3","3834"
"12188L","30935","1","3834"
"12188L","11532","2","3834"
"12188L","25796","3","3834"
"12188L","7606","4","3834"
"12188L","7607","5","3834"
"12188L","7608","6","3834"
"12192Q","26492","1","3834"
"12192Q","7606","2","3834"
"12192Q","7607","3","3834"
"12193R","11532","1","3834"
"12193R","7606","2","3834"
"12193R","7607","3","3834"
"12194T","26571","1","3834"
"12197Y","7606","1","3834"
"12197Y","7607","2","3834"
"12198B","12230","1","3834"
"12198B","7606","2","3834"
"12198B","7607","3","3834"
"12199C","25796","1","3834"
"12199C","7606","2","3834"
"12199C","7607","3","3834"
"12199C","7608","4","3834"
"12201E","11011","1","3834"
"12201E","7606","2","3834"
"12201E","7607","3","3834"
"12204H","11532","1","3834"
"12204H","7606","2","3834"
"12204H","7607","3","3834"
"12205J","25796","1","3834"
"12205J","7606","2","3834"
"12205J","7607","3","3834"
"12205J","7608","4","3834"
"12209N","32678","1","3834"
"12209N","7606","2","3834"
"12209N","7607","3","3834"
"12209N","7608","4","3834"
"1220F","31231","1","3834"
"1220F","7606","2","3834"
"1220F","7607","3","3834"
"12212R","11011","1","3834"
"12212R","7606","2","3834"
"12212R","7607","3","3834"
"12214W","15277","1","3834"
"12214W","9086","2","3834"
"12217B","32678","1","3834"
"12217B","7606","2","3834"
"12217B","7607","3","3834"
"12217B","7608","4","3834"
"12218C","7606","1","3834"
"12218C","7607","2","3834"
"12218C","7608","3","3834"
"1221G","31231","1","3834"
"1221G","7606","2","3834"
"1221G","7607","3","3834"
"12220E","26672","1","3834"
"12220E","25796","2","3834"
"12220E","7607","3","3834"
"12220E","7608","4","3834"
"12223H","7606","1","3834"
"12223H","7607","2","3834"
"12223H","7608","3","3834"
"12225K","26672","1","3834"
"12225K","25796","2","3834"
"12225K","7607","3","3834"
"12225K","7608","4","3834"
"12226L","26672","1","3834"
"12226L","25796","2","3834"
"12226L","7607","3","3834"
"12226L","7608","4","3834"
"12228N","26672","1","3834"
"12228N","25796","2","3834"
"12228N","7607","3","3834"
"12228N","7608","4","3834"
"12230Q","26672","1","3834"
"12230Q","25796","2","3834"
"12230Q","7607","3","3834"
"12230Q","7608","4","3834"
"12231R","26672","1","3834"
"12231R","25796","2","3834"
"12231R","7607","3","3834"
"12231R","7608","4","3834"
"12232T","25796","1","3834"
"12232T","7606","2","3834"
"12232T","7607","3","3834"
"12232T","7608","4","3834"
"12233W","25796","1","3834"
"12233W","7607","2","3834"
"12233W","7606","3","3834"
"12233W","7608","4","3834"
"12235Y","28500","1","3834"
"12235Y","7606","2","3834"
"12235Y","7607","3","3834"
"12235Y","7608","4","3834"
"12235Y","26710","5","3834"
"12236B","7608","1","3834"
"12240F","28500","1","3834"
"12240F","7606","2","3834"
"12240F","7607","3","3834"
"12240F","7608","4","3834"
"12240F","26710","5","3834"
"12241G","28500","1","3834"
"12241G","7606","2","3834"
"12241G","7607","3","3834"
"12241G","7608","4","3834"
"12241G","26710","5","3834"
"12242H","28500","1","3834"
"12242H","7606","2","3834"
"12242H","7607","3","3834"
"12242H","7608","4","3834"
"12242H","26710","5","3834"
"12243J","7607","1","3834"
"12243J","21501","2","3834"
"12243J","7608","3","3834"
"12244K","7607","1","3834"
"12244K","21501","2","3834"
"12244K","7608","3","3834"
"12245L","28500","1","3834"
"12245L","7606","2","3834"
"12245L","7607","3","3834"
"12245L","7608","4","3834"
"12245L","26710","5","3834"
"12246M","28500","1","3834"
"12246M","7606","2","3834"
"12246M","7607","3","3834"
"12246M","7608","4","3834"
"12246M","26710","5","3834"
"12247N","28500","1","3834"
"12247N","7606","2","3834"
"12247N","7607","3","3834"
"12247N","7608","4","3834"
"12247N","26710","5","3834"
"12248P","28500","1","3834"
"12248P","7606","2","3834"
"12248P","7607","3","3834"
"12248P","7608","4","3834"
"12248P","26710","5","3834"
"12249Q","28500","1","3834"
"12249Q","7606","2","3834"
"12249Q","7607","3","3834"
"12249Q","7608","4","3834"
"12249Q","26710","5","3834"
"12251T","28500","1","3834"
"12251T","7606","2","3834"
"12251T","7607","3","3834"
"12251T","7608","4","3834"
"12251T","26710","5","3834"
"12252W","28500","1","3834"
"12252W","7606","2","3834"
"12252W","7607","3","3834"
"12252W","7608","4","3834"
"12252W","26710","5","3834"
"12253X","25745","1","3834"
"12253X","7606","2","3834"
"12253X","7607","3","3834"
"12253X","7608","4","3834"
"12253X","26710","5","3834"
"12257D","28500","1","3834"
"12257D","7606","2","3834"
"12257D","7607","3","3834"
"12257D","7608","4","3834"
"12257D","26710","5","3834"
"12258E","28500","1","3834"
"12258E","7606","2","3834"
"12258E","7607","3","3834"
"12258E","7608","4","3834"
"12258E","26710","5","3834"
"12259F","28500","1","3834"
"12259F","7606","2","3834"
"12259F","7607","3","3834"
"12259F","7608","4","3834"
"12259F","26710","5","3834"
"12260G","28500","1","3834"
"12260G","7606","2","3834"
"12260G","7607","3","3834"
"12260G","7608","4","3834"
"12260G","26710","5","3834"
"12263K","28500","1","3834"
"12263K","7606","2","3834"
"12263K","7607","3","3834"
"12263K","7608","4","3834"
"12263K","26710","5","3834"
"12264L","28500","1","3834"
"12264L","7606","2","3834"
"12264L","7607","3","3834"
"12264L","7608","4","3834"
"12264L","26710","5","3834"
"12265M","28500","1","3834"
"12265M","7606","2","3834"
"12265M","7607","3","3834"
"12265M","7608","4","3834"
"12265M","26710","5","3834"
"12266N","25745","1","3834"
"12266N","7606","2","3834"
"12266N","7607","3","3834"
"12266N","26710","4","3834"
"12266N","7608","5","3834"
"12270T","25796","1","3834"
"12270T","26832","2","3834"
"12270T","26833","3","3834"
"12270T","23730","4","3834"
"12270T","7813","5","3834"
"12270T","7606","6","3834"
"12270T","7607","7","3834"
"12271W","26856","1","3834"
"12271W","7606","2","3834"
"12271W","7607","3","3834"
"12271W","7608","4","3834"
"12272X","25796","1","3834"
"12272X","26832","2","3834"
"12272X","26833","3","3834"
"12272X","23730","4","3834"
"12272X","7813","5","3834"
"12272X","7606","6","3834"
"12272X","7607","7","3834"
"12275C","25796","1","3834"
"12275C","26832","2","3834"
"12275C","26833","3","3834"
"12275C","23730","4","3834"
"12275C","9552","5","3834"
"12275C","7606","6","3834"
"12275C","7607","7","3834"
"12276D","25796","1","3834"
"12276D","26832","2","3834"
"12276D","26833","3","3834"
"12276D","23730","4","3834"
"12276D","13413","5","3834"
"12276D","7606","6","3834"
"12276D","7607","7","3834"
"12277E","25796","1","3834"
"12277E","26832","2","3834"
"12277E","26833","3","3834"
"12277E","23730","4","3834"
"12277E","7606","5","3834"
"12277E","7607","6","3834"
"12278F","26856","1","3834"
"12278F","7606","2","3834"
"12278F","7607","3","3834"
"12278F","7608","4","3834"
"12281J","25796","1","3834"
"12281J","26832","2","3834"
"12281J","26833","3","3834"
"12281J","23730","4","3834"
"12281J","7813","5","3834"
"12281J","7606","6","3834"
"12281J","7607","7","3834"
"12282K","25796","1","3834"
"12282K","26832","2","3834"
"12282K","26833","3","3834"
"12282K","23730","4","3834"
"12282K","7606","5","3834"
"12282K","7607","6","3834"
"12283L","25796","1","3834"
"12283L","26832","2","3834"
"12283L","26833","3","3834"
"12283L","26898","4","3834"
"12283L","9785","5","3834"
"12283L","7606","6","3834"
"12283L","7607","7","3834"
"12283L","28962","8","3834"
"12284M","25796","1","3834"
"12284M","26832","2","3834"
"12284M","26833","3","3834"
"12284M","23730","4","3834"
"12284M","13413","5","3834"
"12284M","7606","6","3834"
"12284M","7607","7","3834"
"12286P","25796","1","3834"
"12286P","26832","2","3834"
"12286P","26833","3","3834"
"12286P","23730","4","3834"
"12286P","7606","5","3834"
"12286P","7607","6","3834"
"12287Q","25796","1","3834"
"12287Q","26832","2","3834"
"12287Q","26833","3","3834"
"12287Q","23730","4","3834"
"12287Q","9552","5","3834"
"12287Q","7606","6","3834"
"12287Q","7607","7","3834"
"12290W","25796","1","3834"
"12290W","26832","2","3834"
"12290W","26833","3","3834"
"12290W","26898","4","3834"
"12290W","9785","5","3834"
"12290W","7606","6","3834"
"12290W","7607","7","3834"
"12290W","28962","8","3834"
"12291X","34061","1","3834"
"12291X","26912","2","3834"
"12291X","26913","3","3834"
"12291X","25796","4","3834"
"12291X","7606","5","3834"
"12291X","7607","6","3834"
"12291X","7608","7","3834"
"12292Y","33680","1","3834"
"12292Y","26912","2","3834"
"12292Y","26913","3","3834"
"12292Y","25796","4","3834"
"12292Y","7606","5","3834"
"12292Y","7607","6","3834"
"12292Y","7608","7","3834"
"12293B","32169","1","3834"
"12293B","26994","2","3834"
"12293B","28584","3","3834"
"12293B","7608","4","3834"
"12294C","32169","1","3834"
"12294C","26994","2","3834"
"12294C","27030","3","3834"
"12294C","28584","4","3834"
"12294C","7608","5","3834"
"12295D","27030","1","3834"
"12295D","10615","2","3834"
"12295D","22301","3","3834"
"12295D","21976","4","3834"
"12295D","11429","5","3834"
"12295D","21822","6","3834"
"12295D","21977","7","3834"
"12297F","31763","1","3834"
"12297F","7606","2","3834"
"12297F","7608","3","3834"
"12298G","27030","1","3834"
"12298G","10615","2","3834"
"12298G","22301","3","3834"
"12298G","21976","4","3834"
"12298G","11429","5","3834"
"12298G","21822","6","3834"
"12298G","21977","7","3834"
"12301K","25796","1","3834"
"12301K","7606","2","3834"
"12301K","7607","3","3834"
"12301K","7608","4","3834"
"12302L","32169","1","3834"
"12302L","26994","2","3834"
"12302L","27030","3","3834"
"12302L","28584","4","3834"
"12302L","7608","5","3834"
"12304N","7607","1","3834"
"12304N","7608","2","3834"
"12307R","31763","1","3834"
"12307R","7606","2","3834"
"12307R","7607","3","3834"
"12307R","7608","4","3834"
"12309W","32169","1","3834"
"12309W","26994","2","3834"
"12309W","28584","3","3834"
"12309W","7608","4","3834"
"12310X","32169","1","3834"
"12310X","26994","2","3834"
"12310X","28584","3","3834"
"12310X","7608","4","3834"
"12311Y","8211","1","3834"
"12311Y","13808","2","3834"
"12313C","32169","1","3834"
"12313C","26994","2","3834"
"12313C","28584","3","3834"
"12313C","7608","4","3834"
"12314D","8211","1","3834"
"12314D","7606","2","3834"
"12314D","7607","3","3834"
"12315E","7607","1","3834"
"12315E","7608","2","3834"
"12316F","32169","1","3834"
"12316F","26994","2","3834"
"12316F","27030","3","3834"
"12316F","28584","4","3834"
"12316F","7608","5","3834"
"12318H","32169","1","3834"
"12318H","26994","2","3834"
"12318H","27030","3","3834"
"12318H","28584","4","3834"
"12318H","7608","5","3834"
"12321L","31763","1","3834"
"12321L","7606","2","3834"
"12321L","7608","3","3834"
"12322M","7607","1","3834"
"12322M","7608","2","3834"
"12323N","7607","1","3834"
"12323N","7608","2","3834"
"12325Q","29247","1","3834"
"12325Q","27391","2","3834"
"12325Q","27049","3","3834"
"12325Q","7607","4","3834"
"12326R","31231","1","3834"
"12326R","27049","2","3834"
"12326R","20652","3","3834"
"12326R","28496","4","3834"
"12326R","7606","5","3834"
"12326R","7607","6","3834"
"12327T","32678","1","3834"
"12327T","27049","2","3834"
"12327T","28496","3","3834"
"12327T","7606","4","3834"
"12327T","7607","5","3834"
"12328W","32678","1","3834"
"12328W","27048","2","3834"
"12328W","28496","3","3834"
"12328W","7606","4","3834"
"12328W","7607","5","3834"
"12329X","31231","1","3834"
"12329X","27048","2","3834"
"12329X","20652","3","3834"
"12329X","28496","4","3834"
"12329X","7606","5","3834"
"12329X","7607","6","3834"
"12330Y","33644","1","3834"
"12330Y","27048","2","3834"
"12330Y","7606","3","3834"
"12330Y","7607","4","3834"
"12331B","31407","1","3834"
"12331B","33164","2","3834"
"12331B","29791","3","3834"
"12331B","27049","4","3834"
"12331B","7606","5","3834"
"12331B","7607","6","3834"
"12332C","27279","1","3834"
"12332C","33164","2","3834"
"12332C","29791","3","3834"
"12332C","34034","4","3834"
"12332C","27047","5","3834"
"12332C","27134","6","3834"
"12332C","33720","7","3834"
"12332C","7607","8","3834"
"12333D","29247","1","3834"
"12333D","27391","2","3834"
"12333D","33164","3","3834"
"12333D","29791","4","3834"
"12333D","27049","5","3834"
"12333D","34034","6","3834"
"12333D","7607","7","3834"
"12334E","29247","1","3834"
"12334E","27391","2","3834"
"12334E","27048","3","3834"
"12334E","7607","4","3834"
"12335F","33077","1","3834"
"12335F","33164","2","3834"
"12335F","29791","3","3834"
"12335F","27048","4","3834"
"12335F","28500","5","3834"
"12337H","29247","1","3834"
"12337H","27391","2","3834"
"12337H","27047","3","3834"
"12337H","27134","4","3834"
"12337H","28500","5","3834"
"12337H","7607","6","3834"
"12338J","27279","1","3834"
"12338J","33164","2","3834"
"12338J","29791","3","3834"
"12338J","34034","4","3834"
"12338J","27049","5","3834"
"12338J","33720","6","3834"
"12338J","7607","7","3834"
"12339K","29247","1","3834"
"12339K","27391","2","3834"
"12339K","33164","3","3834"
"12339K","29791","4","3834"
"12339K","34034","5","3834"
"12339K","7607","6","3834"
"12340L","31407","1","3834"
"12340L","33164","2","3834"
"12340L","29791","3","3834"
"12340L","27048","4","3834"
"12340L","7606","5","3834"
"12340L","7607","6","3834"
"12341M","27279","1","3834"
"12341M","27048","2","3834"
"12341M","33720","3","3834"
"12341M","7607","4","3834"
"12342N","31110","1","3834"
"12342N","33164","2","3834"
"12342N","29791","3","3834"
"12342N","27048","4","3834"
"12342N","7606","5","3834"
"12342N","7607","6","3834"
"12345R","31329","1","3834"
"12345R","33164","2","3834"
"12345R","29791","3","3834"
"12345R","27048","4","3834"
"12347W","29247","1","3834"
"12347W","27391","2","3834"
"12347W","33164","3","3834"
"12347W","29791","4","3834"
"12347W","27048","5","3834"
"12347W","34034","6","3834"
"12347W","7607","7","3834"
"12348X","33077","1","3834"
"12348X","27049","2","3834"
"12348X","28496","3","3834"
"12348X","7606","4","3834"
"12348X","7607","5","3834"
"12349Y","33077","1","3834"
"12349Y","27047","2","3834"
"12349Y","27134","3","3834"
"12349Y","28496","4","3834"
"12349Y","7606","5","3834"
"12349Y","7607","6","3834"
"12350B","29247","1","3834"
"12350B","27391","2","3834"
"12350B","33164","3","3834"
"12350B","29791","4","3834"
"12350B","27047","5","3834"
"12350B","27134","6","3834"
"12350B","34034","7","3834"
"12350B","7607","8","3834"
"12351C","29247","1","3834"
"12351C","27391","2","3834"
"12351C","27047","3","3834"
"12351C","27134","4","3834"
"12351C","7607","5","3834"
"12352D","31329","1","3834"
"12352D","27048","2","3834"
"12352D","7606","3","3834"
"12352D","7607","4","3834"
"12353E","31407","1","3834"
"12353E","27048","2","3834"
"12353E","7606","3","3834"
"12353E","7607","4","3834"
"12354F","27279","1","3834"
"12354F","27047","2","3834"
"12354F","27134","3","3834"
"12354F","28500","4","3834"
"12355G","33077","1","3834"
"12355G","27048","2","3834"
"12355G","28496","3","3834"
"12355G","7606","4","3834"
"12355G","7607","5","3834"
"12356H","33644","1","3834"
"12356H","33164","2","3834"
"12356H","29791","3","3834"
"12356H","27048","4","3834"
"12356H","28584","5","3834"
"12356H","7606","6","3834"
"12356H","7607","7","3834"
"12357J","29247","1","3834"
"12357J","27391","2","3834"
"12357J","27047","3","3834"
"12357J","27134","4","3834"
"12357J","28500","5","3834"
"12357J","7607","6","3834"
"12358K","29247","1","3834"
"12358K","27391","2","3834"
"12358K","27048","3","3834"
"12358K","28500","4","3834"
"12358K","7607","5","3834"
"12359L","29247","1","3834"
"12359L","27391","2","3834"
"12359L","33164","3","3834"
"12359L","29791","4","3834"
"12359L","27049","5","3834"
"12359L","34034","6","3834"
"12359L","7607","7","3834"
"12360M","31407","1","3834"
"12360M","33164","2","3834"
"12360M","29791","3","3834"
"12360M","7606","4","3834"
"12360M","7607","5","3834"
"12361N","32678","1","3834"
"12361N","27049","2","3834"
"12361N","7606","3","3834"
"12361N","7607","4","3834"
"12362P","32663","1","3834"
"12362P","33164","2","3834"
"12362P","29791","3","3834"
"12362P","27048","4","3834"
"12362P","7606","5","3834"
"12362P","7607","6","3834"
"12363Q","32678","1","3834"
"12363Q","27048","2","3834"
"12363Q","7606","3","3834"
"12363Q","7607","4","3834"
"12364R","27706","1","3834"
"12364R","33164","2","3834"
"12364R","29791","3","3834"
"12364R","27049","4","3834"
"12365T","27706","1","3834"
"12365T","27049","2","3834"
"12365T","7606","3","3834"
"12365T","7607","4","3834"
"12366W","31110","1","3834"
"12366W","27049","2","3834"
"12366W","7606","3","3834"
"12366W","7607","4","3834"
"12367X","31407","1","3834"
"12367X","27049","2","3834"
"12367X","7606","3","3834"
"12367X","7607","4","3834"
"12368Y","33077","1","3834"
"12368Y","27048","2","3834"
"12368Y","28496","3","3834"
"12368Y","7606","4","3834"
"12368Y","7607","5","3834"
"12369B","33644","1","3834"
"12369B","27048","2","3834"
"12369B","28584","3","3834"
"12369B","7606","4","3834"
"12369B","7607","5","3834"
"12370C","29247","1","3834"
"12370C","27391","2","3834"
"12370C","33164","3","3834"
"12370C","29791","4","3834"
"12370C","27048","5","3834"
"12370C","34034","6","3834"
"12370C","7607","7","3834"
"12371D","29247","1","3834"
"12371D","27391","2","3834"
"12371D","33164","3","3834"
"12371D","29791","4","3834"
"12371D","27047","5","3834"
"12371D","27134","6","3834"
"12371D","34034","7","3834"
"12371D","7607","8","3834"
"12372E","31329","1","3834"
"12372E","33164","2","3834"
"12372E","29791","3","3834"
"12372E","27111","4","3834"
"12372E","28584","5","3834"
"12373F","27279","1","3834"
"12373F","33164","2","3834"
"12373F","29791","3","3834"
"12373F","34034","4","3834"
"12373F","27048","5","3834"
"12373F","33720","6","3834"
"12373F","7607","7","3834"
"12374G","29247","1","3834"
"12374G","27391","2","3834"
"12374G","33164","3","3834"
"12374G","29791","4","3834"
"12374G","34034","5","3834"
"12374G","7607","6","3834"
"12375H","32663","1","3834"
"12375H","27048","2","3834"
"12375H","7606","3","3834"
"12375H","7607","4","3834"
"12376J","32678","1","3834"
"12376J","33164","2","3834"
"12376J","29791","3","3834"
"12376J","27048","4","3834"
"12376J","7606","5","3834"
"12376J","7607","6","3834"
"12377K","31110","1","3834"
"12377K","27048","2","3834"
"12377K","7606","3","3834"
"12377K","7607","4","3834"
"12378L","32663","1","3834"
"12378L","33164","2","3834"
"12378L","29791","3","3834"
"12378L","27049","4","3834"
"12378L","7606","5","3834"
"12378L","7607","6","3834"
"12379M","27279","1","3834"
"12379M","27049","2","3834"
"12379M","28500","3","3834"
"12380N","31407","1","3834"
"12380N","33164","2","3834"
"12380N","29791","3","3834"
"12380N","27049","4","3834"
"12380N","7606","5","3834"
"12380N","7607","6","3834"
"12381P","31407","1","3834"
"12381P","33164","2","3834"
"12381P","29791","3","3834"
"12381P","27048","4","3834"
"12381P","7606","5","3834"
"12381P","7607","6","3834"
"12382Q","29247","1","3834"
"12382Q","27391","2","3834"
"12382Q","33164","3","3834"
"12382Q","29791","4","3834"
"12382Q","27049","5","3834"
"12382Q","34034","6","3834"
"12382Q","7607","7","3834"
"12383R","33644","1","3834"
"12383R","27048","2","3834"
"12383R","28500","3","3834"
"12383R","7606","4","3834"
"12383R","7607","5","3834"
"12384T","33077","1","3834"
"12384T","27049","2","3834"
"12384T","28496","3","3834"
"12384T","7606","4","3834"
"12384T","7607","5","3834"
"12385W","33644","1","3834"
"12385W","27048","2","3834"
"12385W","28500","3","3834"
"12385W","7606","4","3834"
"12385W","7607","5","3834"
"12386X","31407","1","3834"
"12386X","33164","2","3834"
"12386X","29791","3","3834"
"12386X","27048","4","3834"
"12386X","7606","5","3834"
"12386X","7607","6","3834"
"12387Y","31329","1","3834"
"12387Y","33164","2","3834"
"12387Y","29791","3","3834"
"12387Y","27049","4","3834"
"12388B","27279","1","3834"
"12388B","33164","2","3834"
"12388B","29791","3","3834"
"12388B","34034","4","3834"
"12388B","27048","5","3834"
"12388B","33720","6","3834"
"12388B","7607","7","3834"
"12389C","31329","1","3834"
"12389C","27048","2","3834"
"12389C","28584","3","3834"
"12390D","31231","1","3834"
"12390D","27048","2","3834"
"12390D","20652","3","3834"
"12390D","7606","4","3834"
"12390D","7607","5","3834"
"12391E","29247","1","3834"
"12391E","27391","2","3834"
"12391E","27049","3","3834"
"12391E","28500","4","3834"
"12391E","7607","5","3834"
"12393G","31407","1","3834"
"12393G","33164","2","3834"
"12393G","29791","3","3834"
"12393G","7606","4","3834"
"12393G","7607","5","3834"
"12394H","31110","1","3834"
"12394H","33164","2","3834"
"12394H","29791","3","3834"
"12394H","27130","4","3834"
"12394H","7606","5","3834"
"12394H","7607","6","3834"
"12395J","33644","1","3834"
"12395J","28500","2","3834"
"12395J","7606","3","3834"
"12395J","7607","4","3834"
"12396K","33077","1","3834"
"12396K","33164","2","3834"
"12396K","29791","3","3834"
"12396K","27049","4","3834"
"12396K","28500","5","3834"
"12397L","31407","1","3834"
"12397L","33164","2","3834"
"12397L","29791","3","3834"
"12397L","27049","4","3834"
"12397L","7606","5","3834"
"12397L","7607","6","3834"
"12398M","32663","1","3834"
"12398M","27049","2","3834"
"12398M","7606","3","3834"
"12398M","7607","4","3834"
"12399N","27706","1","3834"
"12399N","27049","2","3834"
"12400P","31231","1","3834"
"12400P","33164","2","3834"
"12400P","29791","3","3834"
"12400P","27049","4","3834"
"12400P","20652","5","3834"
"12400P","7606","6","3834"
"12400P","7607","7","3834"
"12401Q","27706","1","3834"
"12401Q","27048","2","3834"
"12401Q","7606","3","3834"
"12401Q","7607","4","3834"
"12402R","31329","1","3834"
"12402R","33164","2","3834"
"12402R","29791","3","3834"
"12402R","27048","4","3834"
"12403T","31110","1","3834"
"12403T","27048","2","3834"
"12403T","7606","3","3834"
"12403T","7607","4","3834"
"12405X","31407","1","3834"
"12405X","27049","2","3834"
"12405X","7606","3","3834"
"12405X","7607","4","3834"
"12406Y","33077","1","3834"
"12406Y","33164","2","3834"
"12406Y","29791","3","3834"
"12406Y","27047","4","3834"
"12406Y","27134","5","3834"
"12406Y","28500","6","3834"
"12407B","27279","1","3834"
"12407B","33164","2","3834"
"12407B","29791","3","3834"
"12407B","34034","4","3834"
"12407B","27047","5","3834"
"12407B","27134","6","3834"
"12407B","33720","7","3834"
"12407B","7607","8","3834"
"12408C","33644","1","3834"
"12408C","28584","2","3834"
"12408C","7606","3","3834"
"12408C","7607","4","3834"
"12409D","27279","1","3834"
"12409D","33164","2","3834"
"12409D","29791","3","3834"
"12409D","34034","4","3834"
"12409D","33720","5","3834"
"12409D","7607","6","3834"
"12410E","31329","1","3834"
"12410E","27049","2","3834"
"12410E","28584","3","3834"
"12411F","27279","1","3834"
"12411F","27048","2","3834"
"12411F","28500","3","3834"
"12412G","29247","1","3834"
"12412G","27391","2","3834"
"12412G","33164","3","3834"
"12412G","29791","4","3834"
"12412G","27048","5","3834"
"12412G","34034","6","3834"
"12412G","7607","7","3834"
"12413H","27279","1","3834"
"12413H","27049","2","3834"
"12413H","33720","3","3834"
"12413H","7607","4","3834"
"12414J","33644","1","3834"
"12414J","27048","2","3834"
"12414J","28584","3","3834"
"12414J","7606","4","3834"
"12414J","7607","5","3834"
"12415K","32663","1","3834"
"12415K","27048","2","3834"
"12415K","7606","3","3834"
"12415K","7607","4","3834"
"12416L","27279","1","3834"
"12416L","33164","2","3834"
"12416L","29791","3","3834"
"12416L","34034","4","3834"
"12416L","27049","5","3834"
"12416L","33720","6","3834"
"12416L","7607","7","3834"
"12417M","33077","1","3834"
"12417M","27047","2","3834"
"12417M","27134","3","3834"
"12417M","28496","4","3834"
"12417M","7606","5","3834"
"12417M","7607","6","3834"
"12419P","31329","1","3834"
"12419P","33164","2","3834"
"12419P","29791","3","3834"
"12419P","27111","4","3834"
"12419P","28584","5","3834"
"1241H","16637","1","3834"
"12420Q","27279","1","3834"
"12420Q","27048","2","3834"
"12420Q","7607","3","3834"
"12421R","31110","1","3834"
"12421R","33164","2","3834"
"12421R","29791","3","3834"
"12421R","27049","4","3834"
"12421R","7606","5","3834"
"12421R","7607","6","3834"
"12422T","31110","1","3834"
"12422T","27049","2","3834"
"12422T","7606","3","3834"
"12422T","7607","4","3834"
"12423W","27279","1","3834"
"12423W","27047","2","3834"
"12423W","27134","3","3834"
"12423W","28500","4","3834"
"12424X","27279","1","3834"
"12424X","27047","2","3834"
"12424X","27134","3","3834"
"12424X","33720","4","3834"
"12424X","7607","5","3834"
"12425Y","27706","1","3834"
"12425Y","27048","2","3834"
"12426B","27279","1","3834"
"12426B","33164","2","3834"
"12426B","29791","3","3834"
"12426B","34034","4","3834"
"12426B","33720","5","3834"
"12426B","7607","6","3834"
"12428D","27706","1","3834"
"12428D","33164","2","3834"
"12428D","29791","3","3834"
"12428D","27048","4","3834"
"12429E","31231","1","3834"
"12429E","33164","2","3834"
"12429E","29791","3","3834"
"12429E","27048","4","3834"
"12429E","20652","5","3834"
"12429E","7606","6","3834"
"12429E","7607","7","3834"
"12430F","31231","1","3834"
"12430F","27049","2","3834"
"12430F","20652","3","3834"
"12430F","7606","4","3834"
"12430F","7607","5","3834"
"12431G","33077","1","3834"
"12431G","33164","2","3834"
"12431G","29791","3","3834"
"12431G","27049","4","3834"
"12431G","28500","5","3834"
"12432H","27279","1","3834"
"12432H","33164","2","3834"
"12432H","29791","3","3834"
"12432H","34034","4","3834"
"12432H","27048","5","3834"
"12432H","33720","6","3834"
"12432H","7607","7","3834"
"12433J","31329","1","3834"
"12433J","33164","2","3834"
"12433J","29791","3","3834"
"12433J","27048","4","3834"
"12434K","27279","1","3834"
"12434K","27049","2","3834"
"12434K","7607","3","3834"
"12435L","33077","1","3834"
"12435L","33164","2","3834"
"12435L","29791","3","3834"
"12435L","27047","4","3834"
"12435L","27134","5","3834"
"12435L","28500","6","3834"
"12436M","27279","1","3834"
"12436M","27047","2","3834"
"12436M","27134","3","3834"
